"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	Deaths	Births	Death Rate
	"Idaho"	"16"	"2009"	"2009"	"Non-Hispanic White"	"6"	94	19053	4.93
	"Idaho"	"16"	"2010"	"2010"	"Non-Hispanic White"	"6"	86	18616	4.62
	"Idaho"	"16"	"2011"	"2011"	"Non-Hispanic White"	"6"	85	17869	4.76
	"Idaho"	"16"	"2012"	"2012"	"Non-Hispanic White"	"6"	93	18409	5.05
	"Idaho"	"16"	"2013"	"2013"	"Non-Hispanic White"	"6"	95	17951	5.29
	"Idaho"	"16"	"2014"	"2014"	"Non-Hispanic White"	"6"	97	18188	5.33
	"Idaho"	"16"	"2015"	"2015"	"Non-Hispanic White"	"6"	90	18087	4.98
	"Idaho"	"16"	"2016"	"2016"	"Non-Hispanic White"	"6"	93	17748	5.24
	"Idaho"	"16"	"2017"	"2017"	"Non-Hispanic White"	"6"	67	17426	3.84
	"Idaho"	"16"	"2018"	"2018"	"Non-Hispanic White"	"6"	80	16797	4.76
	"Idaho"	"16"	"2019"	"2019"	"Non-Hispanic White"	"6"	67	17216	3.89
	"Illinois"	"17"	"2007"	"2007"	"Non-Hispanic White"	"6"	511	95135	5.37
	"Illinois"	"17"	"2007"	"2007"	"Non-Hispanic Black"	"7"	417	31558	13.21
	"Illinois"	"17"	"2008"	"2008"	"Non-Hispanic White"	"6"	541	92988	5.82
	"Illinois"	"17"	"2008"	"2008"	"Non-Hispanic Black"	"7"	431	30847	13.97
	"Illinois"	"17"	"2009"	"2009"	"Non-Hispanic White"	"6"	485	90930	5.33
	"Illinois"	"17"	"2009"	"2009"	"Non-Hispanic Black"	"7"	411	29925	13.73
	"Illinois"	"17"	"2010"	"2010"	"Non-Hispanic White"	"6"	464	89165	5.20
	"Illinois"	"17"	"2010"	"2010"	"Non-Hispanic Black"	"7"	367	28267	12.98
	"Illinois"	"17"	"2011"	"2011"	"Non-Hispanic White"	"6"	445	87952	5.06
	"Illinois"	"17"	"2011"	"2011"	"Non-Hispanic Black"	"7"	350	27183	12.88
	"Illinois"	"17"	"2012"	"2012"	"Non-Hispanic White"	"6"	419	86194	4.86
	"Illinois"	"17"	"2012"	"2012"	"Non-Hispanic Black"	"7"	372	27274	13.64
	"Illinois"	"17"	"2013"	"2013"	"Non-Hispanic White"	"6"	385	85866	4.48
	"Illinois"	"17"	"2013"	"2013"	"Non-Hispanic Black"	"7"	329	26807	12.27
	"Illinois"	"17"	"2014"	"2014"	"Non-Hispanic White"	"6"	472	86227	5.47
	"Illinois"	"17"	"2014"	"2014"	"Non-Hispanic Black"	"7"	320	27187	11.77
	"Illinois"	"17"	"2015"	"2015"	"Non-Hispanic White"	"6"	383	85424	4.48
	"Illinois"	"17"	"2015"	"2015"	"Non-Hispanic Black"	"7"	334	27160	12.30
	"Illinois"	"17"	"2016"	"2016"	"Non-Hispanic White"	"6"	390	83153	4.69
	"Illinois"	"17"	"2016"	"2016"	"Non-Hispanic Black"	"7"	338	26359	12.82
	"Illinois"	"17"	"2017"	"2017"	"Non-Hispanic White"	"6"	358	79784	4.49
	"Illinois"	"17"	"2017"	"2017"	"Non-Hispanic Black"	"7"	331	26506	12.49
	"Illinois"	"17"	"2018"	"2018"	"Non-Hispanic White"	"6"	392	78102	5.02
	"Illinois"	"17"	"2018"	"2018"	"Non-Hispanic Black"	"7"	334	25322	13.19
	"Illinois"	"17"	"2019"	"2019"	"Non-Hispanic White"	"6"	318	75290	4.22
	"Illinois"	"17"	"2019"	"2019"	"Non-Hispanic Black"	"7"	267	24110	11.07
	"Indiana"	"18"	"2007"	"2007"	"Non-Hispanic White"	"6"	456	68916	6.62
	"Indiana"	"18"	"2007"	"2007"	"Non-Hispanic Black"	"7"	156	10224	15.26
	"Indiana"	"18"	"2008"	"2008"	"Non-Hispanic White"	"6"	404	67850	5.95
	"Indiana"	"18"	"2008"	"2008"	"Non-Hispanic Black"	"7"	138	10449	13.21
	"Indiana"	"18"	"2009"	"2009"	"Non-Hispanic White"	"6"	452	66325	6.81
	"Indiana"	"18"	"2009"	"2009"	"Non-Hispanic Black"	"7"	151	10077	14.98
	"Indiana"	"18"	"2010"	"2010"	"Non-Hispanic White"	"6"	434	64304	6.75
	"Indiana"	"18"	"2010"	"2010"	"Non-Hispanic Black"	"7"	141	9952	14.17
	"Indiana"	"18"	"2011"	"2011"	"Non-Hispanic White"	"6"	458	64482	7.10
	"Indiana"	"18"	"2011"	"2011"	"Non-Hispanic Black"	"7"	116	9825	11.81
	"Indiana"	"18"	"2012"	"2012"	"Non-Hispanic White"	"6"	380	63801	5.96
	"Indiana"	"18"	"2012"	"2012"	"Non-Hispanic Black"	"7"	123	10043	12.25
	"Indiana"	"18"	"2013"	"2013"	"Non-Hispanic White"	"6"	403	63820	6.31
	"Indiana"	"18"	"2013"	"2013"	"Non-Hispanic Black"	"7"	146	10010	14.59
	"Indiana"	"18"	"2014"	"2014"	"Non-Hispanic White"	"6"	397	64076	6.20
	"Indiana"	"18"	"2014"	"2014"	"Non-Hispanic Black"	"7"	137	10344	13.24
	"Indiana"	"18"	"2015"	"2015"	"Non-Hispanic White"	"6"	419	63472	6.60
	"Indiana"	"18"	"2015"	"2015"	"Non-Hispanic Black"	"7"	124	10343	11.99
	"Indiana"	"18"	"2016"	"2016"	"Non-Hispanic White"	"6"	405	62528	6.48
	"Indiana"	"18"	"2016"	"2016"	"Non-Hispanic Black"	"7"	141	10387	13.57
	"Indiana"	"18"	"2017"	"2017"	"Non-Hispanic White"	"6"	390	61050	6.39
	"Indiana"	"18"	"2017"	"2017"	"Non-Hispanic Black"	"7"	135	10629	12.70
	"Indiana"	"18"	"2018"	"2018"	"Non-Hispanic White"	"6"	361	60060	6.01
	"Indiana"	"18"	"2018"	"2018"	"Non-Hispanic Black"	"7"	125	11023	11.34
	"Indiana"	"18"	"2019"	"2019"	"Non-Hispanic White"	"6"	359	58801	6.11
	"Indiana"	"18"	"2019"	"2019"	"Non-Hispanic Black"	"7"	115	11037	10.42
	"Iowa"	"19"	"2007"	"2007"	"Non-Hispanic White"	"6"	175	34516	5.07
	"Iowa"	"19"	"2007"	"2007"	"Non-Hispanic Black"	"7"	22	1802	12.21
	"Iowa"	"19"	"2008"	"2008"	"Non-Hispanic White"	"6"	181	33956	5.33
	"Iowa"	"19"	"2008"	"2008"	"Non-Hispanic Black"	"7"	23	1782	12.91
	"Iowa"	"19"	"2009"	"2009"	"Non-Hispanic White"	"6"	141	33382	4.22
	"Iowa"	"19"	"2009"	"2009"	"Non-Hispanic Black"	"7"	22	1907	11.54
	"Iowa"	"19"	"2010"	"2010"	"Non-Hispanic White"	"6"	142	32511	4.37
	"Iowa"	"19"	"2010"	"2010"	"Non-Hispanic Black"	"7"	22	1841	11.95
	"Iowa"	"19"	"2011"	"2011"	"Non-Hispanic White"	"6"	152	31927	4.76
	"Iowa"	"19"	"2011"	"2011"	"Non-Hispanic Black"	"7"	19	1844	10.30 (Unreliable)
	"Iowa"	"19"	"2012"	"2012"	"Non-Hispanic White"	"6"	163	32075	5.08
	"Iowa"	"19"	"2012"	"2012"	"Non-Hispanic Black"	"7"	24	2007	11.96
	"Iowa"	"19"	"2013"	"2013"	"Non-Hispanic White"	"6"	127	32302	3.93
	"Iowa"	"19"	"2013"	"2013"	"Non-Hispanic Black"	"7"	21	2116	9.92
	"Iowa"	"19"	"2014"	"2014"	"Non-Hispanic White"	"6"	145	32423	4.47
	"Iowa"	"19"	"2014"	"2014"	"Non-Hispanic Black"	"7"	17	2359	7.21 (Unreliable)
	"Iowa"	"19"	"2015"	"2015"	"Non-Hispanic White"	"6"	130	32028	4.06
	"Iowa"	"19"	"2015"	"2015"	"Non-Hispanic Black"	"7"	21	2503	8.39
	"Iowa"	"19"	"2016"	"2016"	"Non-Hispanic White"	"6"	161	31645	5.09
	"Iowa"	"19"	"2016"	"2016"	"Non-Hispanic Black"	"7"	35	2702	12.95
	"Iowa"	"19"	"2017"	"2017"	"Non-Hispanic White"	"6"	141	30281	4.66
	"Iowa"	"19"	"2017"	"2017"	"Non-Hispanic Black"	"7"	29	2918	9.94
	"Iowa"	"19"	"2018"	"2018"	"Non-Hispanic White"	"6"	129	29612	4.36
	"Iowa"	"19"	"2018"	"2018"	"Non-Hispanic Black"	"7"	34	2922	11.64
	"Iowa"	"19"	"2019"	"2019"	"Non-Hispanic White"	"6"	130	29346	4.43
	"Iowa"	"19"	"2019"	"2019"	"Non-Hispanic Black"	"7"	29	3118	9.30
	"Kansas"	"20"	"2007"	"2007"	"Non-Hispanic White"	"6"	224	30512	7.34
	"Kansas"	"20"	"2007"	"2007"	"Non-Hispanic Black"	"7"	55	3054	18.01
	"Kansas"	"20"	"2008"	"2008"	"Non-Hispanic White"	"6"	208	30196	6.89
	"Kansas"	"20"	"2008"	"2008"	"Non-Hispanic Black"	"7"	38	3156	12.04
	"Kansas"	"20"	"2009"	"2009"	"Non-Hispanic White"	"6"	192	29856	6.43
	"Kansas"	"20"	"2009"	"2009"	"Non-Hispanic Black"	"7"	49	3063	16.00
	"Kansas"	"20"	"2010"	"2010"	"Non-Hispanic White"	"6"	168	29551	5.69
	"Kansas"	"20"	"2010"	"2010"	"Non-Hispanic Black"	"7"	34	3045	11.17
	"Kansas"	"20"	"2011"	"2011"	"Non-Hispanic White"	"6"	151	28814	5.24
	"Kansas"	"20"	"2011"	"2011"	"Non-Hispanic Black"	"7"	43	2934	14.66
	"Kansas"	"20"	"2012"	"2012"	"Non-Hispanic White"	"6"	160	29438	5.44
	"Kansas"	"20"	"2012"	"2012"	"Non-Hispanic Black"	"7"	38	2961	12.83
	"Kansas"	"20"	"2013"	"2013"	"Non-Hispanic White"	"6"	168	28281	5.94
	"Kansas"	"20"	"2013"	"2013"	"Non-Hispanic Black"	"7"	42	2794	15.03
	"Kansas"	"20"	"2014"	"2014"	"Non-Hispanic White"	"6"	167	28504	5.86
	"Kansas"	"20"	"2014"	"2014"	"Non-Hispanic Black"	"7"	32	2938	10.89
	"Kansas"	"20"	"2015"	"2015"	"Non-Hispanic White"	"6"	154	28236	5.45
	"Kansas"	"20"	"2015"	"2015"	"Non-Hispanic Black"	"7"	25	2912	8.59
	"Kansas"	"20"	"2016"	"2016"	"Non-Hispanic White"	"6"	150	27249	5.50
	"Kansas"	"20"	"2016"	"2016"	"Non-Hispanic Black"	"7"	39	2805	13.90
	"Kansas"	"20"	"2017"	"2017"	"Non-Hispanic White"	"6"	146	25978	5.62
	"Kansas"	"20"	"2017"	"2017"	"Non-Hispanic Black"	"7"	33	2883	11.45
	"Kansas"	"20"	"2018"	"2018"	"Non-Hispanic White"	"6"	142	25722	5.52
	"Kansas"	"20"	"2018"	"2018"	"Non-Hispanic Black"	"7"	34	2908	11.69
	"Kansas"	"20"	"2019"	"2019"	"Non-Hispanic White"	"6"	116	24892	4.66
	"Kansas"	"20"	"2019"	"2019"	"Non-Hispanic Black"	"7"	33	2791	11.82
	"Kentucky"	"21"	"2007"	"2007"	"Non-Hispanic White"	"6"	312	49831	6.26
	"Kentucky"	"21"	"2007"	"2007"	"Non-Hispanic Black"	"7"	66	5415	12.19
	"Kentucky"	"21"	"2008"	"2008"	"Non-Hispanic White"	"6"	327	49011	6.67
	"Kentucky"	"21"	"2008"	"2008"	"Non-Hispanic Black"	"7"	56	5445	10.28
	"Kentucky"	"21"	"2009"	"2009"	"Non-Hispanic White"	"6"	318	48054	6.62
	"Kentucky"	"21"	"2009"	"2009"	"Non-Hispanic Black"	"7"	60	5436	11.04
	"Kentucky"	"21"	"2010"	"2010"	"Non-Hispanic White"	"6"	313	46607	6.72
	"Kentucky"	"21"	"2010"	"2010"	"Non-Hispanic Black"	"7"	53	5233	10.13
	"Kentucky"	"21"	"2011"	"2011"	"Non-Hispanic White"	"6"	284	46190	6.15
	"Kentucky"	"21"	"2011"	"2011"	"Non-Hispanic Black"	"7"	48	5204	9.22
	"Kentucky"	"21"	"2012"	"2012"	"Non-Hispanic White"	"6"	317	46685	6.79
	"Kentucky"	"21"	"2012"	"2012"	"Non-Hispanic Black"	"7"	55	5073	10.84
	"Kentucky"	"21"	"2013"	"2013"	"Non-Hispanic White"	"6"	293	46612	6.29
	"Kentucky"	"21"	"2013"	"2013"	"Non-Hispanic Black"	"7"	49	5217	9.39
	"Kentucky"	"21"	"2014"	"2014"	"Non-Hispanic White"	"6"	303	46701	6.49
	"Kentucky"	"21"	"2014"	"2014"	"Non-Hispanic Black"	"7"	72	5352	13.45
	"Kentucky"	"21"	"2015"	"2015"	"Non-Hispanic White"	"6"	304	46344	6.56
	"Kentucky"	"21"	"2015"	"2015"	"Non-Hispanic Black"	"7"	49	5269	9.30
	"Kentucky"	"21"	"2016"	"2016"	"Non-Hispanic White"	"6"	281	45587	6.16
	"Kentucky"	"21"	"2016"	"2016"	"Non-Hispanic Black"	"7"	65	5254	12.37
	"Kentucky"	"21"	"2017"	"2017"	"Non-Hispanic White"	"6"	284	44728	6.35
	"Kentucky"	"21"	"2017"	"2017"	"Non-Hispanic Black"	"7"	51	5361	9.51
	"Kentucky"	"21"	"2018"	"2018"	"Non-Hispanic White"	"6"	251	43838	5.73
	"Kentucky"	"21"	"2018"	"2018"	"Non-Hispanic Black"	"7"	57	5342	10.67
	"Kentucky"	"21"	"2019"	"2019"	"Non-Hispanic White"	"6"	185	42720	4.33
	"Kentucky"	"21"	"2019"	"2019"	"Non-Hispanic Black"	"7"	42	5462	7.69
	"Louisiana"	"22"	"2007"	"2007"	"Non-Hispanic White"	"6"	230	35824	6.42
	"Louisiana"	"22"	"2007"	"2007"	"Non-Hispanic Black"	"7"	355	25709	13.81
	"Louisiana"	"22"	"2008"	"2008"	"Non-Hispanic White"	"6"	252	34728	7.26
	"Louisiana"	"22"	"2008"	"2008"	"Non-Hispanic Black"	"7"	312	25565	12.20
	"Louisiana"	"22"	"2009"	"2009"	"Non-Hispanic White"	"6"	242	34583	7.00
	"Louisiana"	"22"	"2009"	"2009"	"Non-Hispanic Black"	"7"	309	25144	12.29
	"Louisiana"	"22"	"2010"	"2010"	"Non-Hispanic White"	"6"	176	32894	5.35
	"Louisiana"	"22"	"2010"	"2010"	"Non-Hispanic Black"	"7"	272	24167	11.26
	"Louisiana"	"22"	"2011"	"2011"	"Non-Hispanic White"	"6"	206	33112	6.22
	"Louisiana"	"22"	"2011"	"2011"	"Non-Hispanic Black"	"7"	278	23608	11.78
	"Louisiana"	"22"	"2012"	"2012"	"Non-Hispanic White"	"6"	202	33316	6.06
	"Louisiana"	"22"	"2012"	"2012"	"Non-Hispanic Black"	"7"	274	23846	11.49
	"Louisiana"	"22"	"2013"	"2013"	"Non-Hispanic White"	"6"	208	33583	6.19
	"Louisiana"	"22"	"2013"	"2013"	"Non-Hispanic Black"	"7"	307	24031	12.78
	"Louisiana"	"22"	"2014"	"2014"	"Non-Hispanic White"	"6"	194	34264	5.66
	"Louisiana"	"22"	"2014"	"2014"	"Non-Hispanic Black"	"7"	265	24222	10.94
	"Louisiana"	"22"	"2015"	"2015"	"Non-Hispanic White"	"6"	181	34047	5.32
	"Louisiana"	"22"	"2015"	"2015"	"Non-Hispanic Black"	"7"	271	24064	11.26
	"Louisiana"	"22"	"2016"	"2016"	"Non-Hispanic White"	"6"	175	33267	5.26
	"Louisiana"	"22"	"2016"	"2016"	"Non-Hispanic Black"	"7"	291	23428	12.42
	"Louisiana"	"22"	"2017"	"2017"	"Non-Hispanic White"	"6"	153	31835	4.81
	"Louisiana"	"22"	"2017"	"2017"	"Non-Hispanic Black"	"7"	240	22797	10.53
	"Louisiana"	"22"	"2018"	"2018"	"Non-Hispanic White"	"6"	176	30806	5.71
	"Louisiana"	"22"	"2018"	"2018"	"Non-Hispanic Black"	"7"	248	22455	11.04
	"Louisiana"	"22"	"2019"	"2019"	"Non-Hispanic White"	"6"	174	29958	5.81
	"Louisiana"	"22"	"2019"	"2019"	"Non-Hispanic Black"	"7"	253	22425	11.28
	"Maine"	"23"	"2007"	"2007"	"Non-Hispanic White"	"6"	78	13185	5.92
	"Maine"	"23"	"2008"	"2008"	"Non-Hispanic White"	"6"	69	12637	5.46
	"Maine"	"23"	"2009"	"2009"	"Non-Hispanic White"	"6"	73	12504	5.84
	"Maine"	"23"	"2010"	"2010"	"Non-Hispanic White"	"6"	64	12026	5.32
	"Maine"	"23"	"2011"	"2011"	"Non-Hispanic White"	"6"	79	11747	6.73
	"Maine"	"23"	"2012"	"2012"	"Non-Hispanic White"	"6"	77	11782	6.54
	"Maine"	"23"	"2013"	"2013"	"Non-Hispanic White"	"6"	83	11774	7.05
	"Maine"	"23"	"2014"	"2014"	"Non-Hispanic White"	"6"	77	11654	6.61
	"Maine"	"23"	"2015"	"2015"	"Non-Hispanic White"	"6"	73	11563	6.31
	"Maine"	"23"	"2016"	"2016"	"Non-Hispanic White"	"6"	67	11675	5.74
	"Maine"	"23"	"2017"	"2017"	"Non-Hispanic White"	"6"	67	11140	6.01
	"Maine"	"23"	"2018"	"2018"	"Non-Hispanic White"	"6"	63	11163	5.64
	"Maine"	"23"	"2019"	"2019"	"Non-Hispanic White"	"6"	57	10573	5.39
	"Maryland"	"24"	"2007"	"2007"	"Non-Hispanic White"	"6"	169	36177	4.67
	"Maryland"	"24"	"2007"	"2007"	"Non-Hispanic Black"	"7"	359	26156	13.73
	"Maryland"	"24"	"2008"	"2008"	"Non-Hispanic White"	"6"	203	35639	5.70
	"Maryland"	"24"	"2008"	"2008"	"Non-Hispanic Black"	"7"	330	25929	12.73
	"Maryland"	"24"	"2009"	"2009"	"Non-Hispanic White"	"6"	138	34012	4.06
	"Maryland"	"24"	"2009"	"2009"	"Non-Hispanic Black"	"7"	336	24986	13.45
	"Maryland"	"24"	"2010"	"2010"	"Non-Hispanic White"	"6"	129	33568	3.84
	"Maryland"	"24"	"2010"	"2010"	"Non-Hispanic Black"	"7"	292	24432	11.95
	"Maryland"	"24"	"2011"	"2011"	"Non-Hispanic White"	"6"	128	33265	3.85
	"Maryland"	"24"	"2011"	"2011"	"Non-Hispanic Black"	"7"	290	23846	12.16
	"Maryland"	"24"	"2012"	"2012"	"Non-Hispanic White"	"6"	129	33158	3.89
	"Maryland"	"24"	"2012"	"2012"	"Non-Hispanic Black"	"7"	249	23870	10.43
	"Maryland"	"24"	"2013"	"2013"	"Non-Hispanic White"	"6"	145	32568	4.45
	"Maryland"	"24"	"2013"	"2013"	"Non-Hispanic Black"	"7"	247	23349	10.58
	"Maryland"	"24"	"2014"	"2014"	"Non-Hispanic White"	"6"	138	33178	4.16
	"Maryland"	"24"	"2014"	"2014"	"Non-Hispanic Black"	"7"	259	23968	10.81
	"Maryland"	"24"	"2015"	"2015"	"Non-Hispanic White"	"6"	126	32412	3.89
	"Maryland"	"24"	"2015"	"2015"	"Non-Hispanic Black"	"7"	258	23626	10.92
	"Maryland"	"24"	"2016"	"2016"	"Non-Hispanic White"	"6"	136	31881	4.27
	"Maryland"	"24"	"2016"	"2016"	"Non-Hispanic Black"	"7"	245	23534	10.41
	"Maryland"	"24"	"2017"	"2017"	"Non-Hispanic White"	"6"	137	30484	4.49
	"Maryland"	"24"	"2017"	"2017"	"Non-Hispanic Black"	"7"	253	23079	10.96
	"Maryland"	"24"	"2018"	"2018"	"Non-Hispanic White"	"6"	115	30290	3.80
	"Maryland"	"24"	"2018"	"2018"	"Non-Hispanic Black"	"7"	234	22693	10.31
	"Maryland"	"24"	"2019"	"2019"	"Non-Hispanic White"	"6"	113	29506	3.83
	"Maryland"	"24"	"2019"	"2019"	"Non-Hispanic Black"	"7"	195	22291	8.75
	"Massachusetts"	"25"	"2007"	"2007"	"Non-Hispanic White"	"6"	228	53287	4.28
	"Massachusetts"	"25"	"2007"	"2007"	"Non-Hispanic Black"	"7"	68	7260	9.37
	"Massachusetts"	"25"	"2008"	"2008"	"Non-Hispanic White"	"6"	199	52241	3.81
	"Massachusetts"	"25"	"2008"	"2008"	"Non-Hispanic Black"	"7"	87	7201	12.08
	"Massachusetts"	"25"	"2009"	"2009"	"Non-Hispanic White"	"6"	200	50345	3.97
	"Massachusetts"	"25"	"2009"	"2009"	"Non-Hispanic Black"	"7"	60	7227	8.30
	"Massachusetts"	"25"	"2010"	"2010"	"Non-Hispanic White"	"6"	175	48934	3.58
	"Massachusetts"	"25"	"2010"	"2010"	"Non-Hispanic Black"	"7"	52	7059	7.37
	"Massachusetts"	"25"	"2011"	"2011"	"Non-Hispanic White"	"6"	163	46570	3.50
	"Massachusetts"	"25"	"2011"	"2011"	"Non-Hispanic Black"	"7"	39	7161	5.45
	"Massachusetts"	"25"	"2012"	"2012"	"Non-Hispanic White"	"6"	156	45500	3.43
	"Massachusetts"	"25"	"2012"	"2012"	"Non-Hispanic Black"	"7"	45	7005	6.42
	"Massachusetts"	"25"	"2013"	"2013"	"Non-Hispanic White"	"6"	153	45046	3.40
	"Massachusetts"	"25"	"2013"	"2013"	"Non-Hispanic Black"	"7"	63	7100	8.87
	"Massachusetts"	"25"	"2014"	"2014"	"Non-Hispanic White"	"6"	162	44542	3.64
	"Massachusetts"	"25"	"2014"	"2014"	"Non-Hispanic Black"	"7"	54	7165	7.54
	"Massachusetts"	"25"	"2015"	"2015"	"Non-Hispanic White"	"6"	143	43651	3.28
	"Massachusetts"	"25"	"2015"	"2015"	"Non-Hispanic Black"	"7"	59	7019	8.41
	"Massachusetts"	"25"	"2016"	"2016"	"Non-Hispanic White"	"6"	124	42871	2.89
	"Massachusetts"	"25"	"2016"	"2016"	"Non-Hispanic Black"	"7"	50	7199	6.95
	"Massachusetts"	"25"	"2017"	"2017"	"Non-Hispanic White"	"6"	112	41554	2.70
	"Massachusetts"	"25"	"2017"	"2017"	"Non-Hispanic Black"	"7"	54	7335	7.36
	"Massachusetts"	"25"	"2018"	"2018"	"Non-Hispanic White"	"6"	130	40436	3.21
	"Massachusetts"	"25"	"2018"	"2018"	"Non-Hispanic Black"	"7"	59	7213	8.18
	"Massachusetts"	"25"	"2019"	"2019"	"Non-Hispanic White"	"6"	99	40011	2.47
	"Massachusetts"	"25"	"2019"	"2019"	"Non-Hispanic Black"	"7"	47	7272	6.46
	"Michigan"	"26"	"2007"	"2007"	"Non-Hispanic White"	"6"	538	85989	6.26
	"Michigan"	"26"	"2007"	"2007"	"Non-Hispanic Black"	"7"	344	22130	15.54
	"Michigan"	"26"	"2008"	"2008"	"Non-Hispanic White"	"6"	480	84575	5.68
	"Michigan"	"26"	"2008"	"2008"	"Non-Hispanic Black"	"7"	319	22449	14.21
	"Michigan"	"26"	"2009"	"2009"	"Non-Hispanic White"	"6"	478	82093	5.82
	"Michigan"	"26"	"2009"	"2009"	"Non-Hispanic Black"	"7"	328	22145	14.81
	"Michigan"	"26"	"2010"	"2010"	"Non-Hispanic White"	"6"	444	79979	5.55
	"Michigan"	"26"	"2010"	"2010"	"Non-Hispanic Black"	"7"	306	22133	13.83
	"Michigan"	"26"	"2011"	"2011"	"Non-Hispanic White"	"6"	404	79607	5.07
	"Michigan"	"26"	"2011"	"2011"	"Non-Hispanic Black"	"7"	288	21775	13.23
	"Michigan"	"26"	"2012"	"2012"	"Non-Hispanic White"	"6"	404	79044	5.11
	"Michigan"	"26"	"2012"	"2012"	"Non-Hispanic Black"	"7"	296	21543	13.74
	"Michigan"	"26"	"2013"	"2013"	"Non-Hispanic White"	"6"	452	79107	5.71
	"Michigan"	"26"	"2013"	"2013"	"Non-Hispanic Black"	"7"	274	22057	12.42
	"Michigan"	"26"	"2014"	"2014"	"Non-Hispanic White"	"6"	406	80304	5.06
	"Michigan"	"26"	"2014"	"2014"	"Non-Hispanic Black"	"7"	253	21650	11.69
	"Michigan"	"26"	"2015"	"2015"	"Non-Hispanic White"	"6"	385	78960	4.88
	"Michigan"	"26"	"2015"	"2015"	"Non-Hispanic Black"	"7"	266	21822	12.19
	"Michigan"	"26"	"2016"	"2016"	"Non-Hispanic White"	"6"	388	79070	4.91
	"Michigan"	"26"	"2016"	"2016"	"Non-Hispanic Black"	"7"	266	21416	12.42
	"Michigan"	"26"	"2017"	"2017"	"Non-Hispanic White"	"6"	389	76788	5.07
	"Michigan"	"26"	"2017"	"2017"	"Non-Hispanic Black"	"7"	300	21800	13.76
	"Michigan"	"26"	"2018"	"2018"	"Non-Hispanic White"	"6"	343	75978	4.51
	"Michigan"	"26"	"2018"	"2018"	"Non-Hispanic Black"	"7"	285	21490	13.26
	"Michigan"	"26"	"2019"	"2019"	"Non-Hispanic White"	"6"	358	74128	4.83
	"Michigan"	"26"	"2019"	"2019"	"Non-Hispanic Black"	"7"	264	21305	12.39
	"Minnesota"	"27"	"2007"	"2007"	"Non-Hispanic White"	"6"	260	53850	4.83
	"Minnesota"	"27"	"2007"	"2007"	"Non-Hispanic Black"	"7"	75	6569	11.42
	"Minnesota"	"27"	"2008"	"2008"	"Non-Hispanic White"	"6"	262	52684	4.97
	"Minnesota"	"27"	"2008"	"2008"	"Non-Hispanic Black"	"7"	87	6675	13.03
	"Minnesota"	"27"	"2009"	"2009"	"Non-Hispanic White"	"6"	205	51288	4.00
	"Minnesota"	"27"	"2009"	"2009"	"Non-Hispanic Black"	"7"	55	6475	8.49
	"Minnesota"	"27"	"2010"	"2010"	"Non-Hispanic White"	"6"	198	50093	3.95
	"Minnesota"	"27"	"2010"	"2010"	"Non-Hispanic Black"	"7"	47	6523	7.21
	"Minnesota"	"27"	"2011"	"2011"	"Non-Hispanic White"	"6"	207	50297	4.12
	"Minnesota"	"27"	"2011"	"2011"	"Non-Hispanic Black"	"7"	59	6471	9.12
	"Minnesota"	"27"	"2012"	"2012"	"Non-Hispanic White"	"6"	226	50067	4.51
	"Minnesota"	"27"	"2012"	"2012"	"Non-Hispanic Black"	"7"	55	6963	7.90
	"Minnesota"	"27"	"2013"	"2013"	"Non-Hispanic White"	"6"	210	50238	4.18
	"Minnesota"	"27"	"2013"	"2013"	"Non-Hispanic Black"	"7"	70	7381	9.48
	"Minnesota"	"27"	"2014"	"2014"	"Non-Hispanic White"	"6"	201	50332	3.99
	"Minnesota"	"27"	"2014"	"2014"	"Non-Hispanic Black"	"7"	81	7745	10.46
	"Minnesota"	"27"	"2015"	"2015"	"Non-Hispanic White"	"6"	204	49673	4.11
	"Minnesota"	"27"	"2015"	"2015"	"Non-Hispanic Black"	"7"	87	8030	10.83
	"Minnesota"	"27"	"2016"	"2016"	"Non-Hispanic White"	"6"	205	49338	4.16
	"Minnesota"	"27"	"2016"	"2016"	"Non-Hispanic Black"	"7"	60	8335	7.20
	"Minnesota"	"27"	"2017"	"2017"	"Non-Hispanic White"	"6"	173	47828	3.62
	"Minnesota"	"27"	"2017"	"2017"	"Non-Hispanic Black"	"7"	70	8665	8.08
	"Minnesota"	"27"	"2018"	"2018"	"Non-Hispanic White"	"6"	183	46778	3.91
	"Minnesota"	"27"	"2018"	"2018"	"Non-Hispanic Black"	"7"	77	8778	8.77
	"Minnesota"	"27"	"2019"	"2019"	"Non-Hispanic White"	"6"	155	45359	3.42
	"Minnesota"	"27"	"2019"	"2019"	"Non-Hispanic Black"	"7"	74	8843	8.37
	"Mississippi"	"28"	"2007"	"2007"	"Non-Hispanic White"	"6"	156	23065	6.76
	"Mississippi"	"28"	"2007"	"2007"	"Non-Hispanic Black"	"7"	289	20887	13.84
	"Mississippi"	"28"	"2008"	"2008"	"Non-Hispanic White"	"6"	172	22582	7.62
	"Mississippi"	"28"	"2008"	"2008"	"Non-Hispanic Black"	"7"	256	19836	12.91
	"Mississippi"	"28"	"2009"	"2009"	"Non-Hispanic White"	"6"	157	21428	7.33
	"Mississippi"	"28"	"2009"	"2009"	"Non-Hispanic Black"	"7"	256	19096	13.41
