"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	Deaths	Births	Death Rate
	"Mississippi"	"28"	"2010"	"2010"	"Non-Hispanic White"	"6"	133	20345	6.54
	"Mississippi"	"28"	"2010"	"2010"	"Non-Hispanic Black"	"7"	244	17509	13.94
	"Mississippi"	"28"	"2011"	"2011"	"Non-Hispanic White"	"6"	133	20500	6.49
	"Mississippi"	"28"	"2011"	"2011"	"Non-Hispanic Black"	"7"	223	17304	12.89
	"Mississippi"	"28"	"2012"	"2012"	"Non-Hispanic White"	"6"	126	20157	6.25
	"Mississippi"	"28"	"2012"	"2012"	"Non-Hispanic Black"	"7"	198	16499	12.00
	"Mississippi"	"28"	"2013"	"2013"	"Non-Hispanic White"	"6"	149	19730	7.55
	"Mississippi"	"28"	"2013"	"2013"	"Non-Hispanic Black"	"7"	205	16673	12.30
	"Mississippi"	"28"	"2014"	"2014"	"Non-Hispanic White"	"6"	118	19839	5.95
	"Mississippi"	"28"	"2014"	"2014"	"Non-Hispanic Black"	"7"	182	16621	10.95
	"Mississippi"	"28"	"2015"	"2015"	"Non-Hispanic White"	"6"	142	19635	7.23
	"Mississippi"	"28"	"2015"	"2015"	"Non-Hispanic Black"	"7"	207	16419	12.61
	"Mississippi"	"28"	"2016"	"2016"	"Non-Hispanic White"	"6"	137	19538	7.01
	"Mississippi"	"28"	"2016"	"2016"	"Non-Hispanic Black"	"7"	179	15981	11.20
	"Mississippi"	"28"	"2017"	"2017"	"Non-Hispanic White"	"6"	118	18736	6.30
	"Mississippi"	"28"	"2017"	"2017"	"Non-Hispanic Black"	"7"	189	16211	11.66
	"Mississippi"	"28"	"2018"	"2018"	"Non-Hispanic White"	"6"	128	18713	6.84
	"Mississippi"	"28"	"2018"	"2018"	"Non-Hispanic Black"	"7"	171	15917	10.74
	"Mississippi"	"28"	"2019"	"2019"	"Non-Hispanic White"	"6"	124	18368	6.75
	"Mississippi"	"28"	"2019"	"2019"	"Non-Hispanic Black"	"7"	180	15813	11.38
	"Missouri"	"29"	"2007"	"2007"	"Non-Hispanic White"	"6"	377	62222	6.06
	"Missouri"	"29"	"2007"	"2007"	"Non-Hispanic Black"	"7"	194	12598	15.40
	"Missouri"	"29"	"2008"	"2008"	"Non-Hispanic White"	"6"	376	61385	6.13
	"Missouri"	"29"	"2008"	"2008"	"Non-Hispanic Black"	"7"	175	12478	14.02
	"Missouri"	"29"	"2009"	"2009"	"Non-Hispanic White"	"6"	367	60170	6.10
	"Missouri"	"29"	"2009"	"2009"	"Non-Hispanic Black"	"7"	155	12026	12.89
	"Missouri"	"29"	"2010"	"2010"	"Non-Hispanic White"	"6"	331	58471	5.66
	"Missouri"	"29"	"2010"	"2010"	"Non-Hispanic Black"	"7"	131	11381	11.51
	"Missouri"	"29"	"2011"	"2011"	"Non-Hispanic White"	"6"	297	57815	5.14
	"Missouri"	"29"	"2011"	"2011"	"Non-Hispanic Black"	"7"	146	11433	12.77
	"Missouri"	"29"	"2012"	"2012"	"Non-Hispanic White"	"6"	324	57350	5.65
	"Missouri"	"29"	"2012"	"2012"	"Non-Hispanic Black"	"7"	137	11319	12.10
	"Missouri"	"29"	"2013"	"2013"	"Non-Hispanic White"	"6"	318	57361	5.54
	"Missouri"	"29"	"2013"	"2013"	"Non-Hispanic Black"	"7"	133	11385	11.68
	"Missouri"	"29"	"2014"	"2014"	"Non-Hispanic White"	"6"	304	57150	5.32
	"Missouri"	"29"	"2014"	"2014"	"Non-Hispanic Black"	"7"	121	11453	10.56
	"Missouri"	"29"	"2015"	"2015"	"Non-Hispanic White"	"6"	313	57092	5.48
	"Missouri"	"29"	"2015"	"2015"	"Non-Hispanic Black"	"7"	135	11304	11.94
	"Missouri"	"29"	"2016"	"2016"	"Non-Hispanic White"	"6"	313	56547	5.54
	"Missouri"	"29"	"2016"	"2016"	"Non-Hispanic Black"	"7"	142	11182	12.70
	"Missouri"	"29"	"2017"	"2017"	"Non-Hispanic White"	"6"	278	54835	5.07
	"Missouri"	"29"	"2017"	"2017"	"Non-Hispanic Black"	"7"	131	11277	11.62
	"Missouri"	"29"	"2018"	"2018"	"Non-Hispanic White"	"6"	302	54802	5.51
	"Missouri"	"29"	"2018"	"2018"	"Non-Hispanic Black"	"7"	119	11429	10.41
	"Missouri"	"29"	"2019"	"2019"	"Non-Hispanic White"	"6"	299	53585	5.58
	"Missouri"	"29"	"2019"	"2019"	"Non-Hispanic Black"	"7"	118	11433	10.32
	"Montana"	"30"	"2007"	"2007"	"Non-Hispanic White"	"6"	57	9618	5.93
	"Montana"	"30"	"2008"	"2008"	"Non-Hispanic White"	"6"	72	10328	6.97
	"Montana"	"30"	"2009"	"2009"	"Non-Hispanic White"	"6"	54	9996	5.40
	"Montana"	"30"	"2010"	"2010"	"Non-Hispanic White"	"6"	58	9952	5.83
	"Montana"	"30"	"2011"	"2011"	"Non-Hispanic White"	"6"	58	9934	5.84
	"Montana"	"30"	"2012"	"2012"	"Non-Hispanic White"	"6"	51	9965	5.12
	"Montana"	"30"	"2013"	"2013"	"Non-Hispanic White"	"6"	49	10170	4.82
	"Montana"	"30"	"2014"	"2014"	"Non-Hispanic White"	"6"	52	10153	5.12
	"Montana"	"30"	"2015"	"2015"	"Non-Hispanic White"	"6"	51	10270	4.97
	"Montana"	"30"	"2016"	"2016"	"Non-Hispanic White"	"6"	46	9950	4.62
	"Montana"	"30"	"2017"	"2017"	"Non-Hispanic White"	"6"	41	9577	4.28
	"Montana"	"30"	"2018"	"2018"	"Non-Hispanic White"	"6"	40	9414	4.25
	"Montana"	"30"	"2019"	"2019"	"Non-Hispanic White"	"6"	36	8989	4.00
	"Nebraska"	"31"	"2007"	"2007"	"Non-Hispanic White"	"6"	126	20007	6.30
	"Nebraska"	"31"	"2007"	"2007"	"Non-Hispanic Black"	"7"	25	1795	13.93
	"Nebraska"	"31"	"2008"	"2008"	"Non-Hispanic White"	"6"	91	19925	4.57
	"Nebraska"	"31"	"2008"	"2008"	"Non-Hispanic Black"	"7"	26	1753	14.83
	"Nebraska"	"31"	"2009"	"2009"	"Non-Hispanic White"	"6"	93	19782	4.70
	"Nebraska"	"31"	"2009"	"2009"	"Non-Hispanic Black"	"7"	20	1759	11.37
	"Nebraska"	"31"	"2010"	"2010"	"Non-Hispanic White"	"6"	88	19205	4.58
	"Nebraska"	"31"	"2010"	"2010"	"Non-Hispanic Black"	"7"	24	1723	13.93
	"Nebraska"	"31"	"2011"	"2011"	"Non-Hispanic White"	"6"	98	19301	5.08
	"Nebraska"	"31"	"2011"	"2011"	"Non-Hispanic Black"	"7"	19	1708	11.12 (Unreliable)
	"Nebraska"	"31"	"2012"	"2012"	"Non-Hispanic White"	"6"	70	19172	3.65
	"Nebraska"	"31"	"2012"	"2012"	"Non-Hispanic Black"	"7"	16	1788	8.95 (Unreliable)
	"Nebraska"	"31"	"2013"	"2013"	"Non-Hispanic White"	"6"	91	19237	4.73
	"Nebraska"	"31"	"2013"	"2013"	"Non-Hispanic Black"	"7"	17	1773	9.59 (Unreliable)
	"Nebraska"	"31"	"2014"	"2014"	"Non-Hispanic White"	"6"	97	19471	4.98
	"Nebraska"	"31"	"2014"	"2014"	"Non-Hispanic Black"	"7"	14	1852	7.56 (Unreliable)
	"Nebraska"	"31"	"2015"	"2015"	"Non-Hispanic White"	"6"	89	19201	4.64
	"Nebraska"	"31"	"2015"	"2015"	"Non-Hispanic Black"	"7"	22	1872	11.75
	"Nebraska"	"31"	"2016"	"2016"	"Non-Hispanic White"	"6"	111	19003	5.84
	"Nebraska"	"31"	"2016"	"2016"	"Non-Hispanic Black"	"7"	26	1893	13.73
	"Nebraska"	"31"	"2017"	"2017"	"Non-Hispanic White"	"6"	92	18133	5.07
	"Nebraska"	"31"	"2017"	"2017"	"Non-Hispanic Black"	"7"	18	1930	9.33 (Unreliable)
	"Nebraska"	"31"	"2018"	"2018"	"Non-Hispanic White"	"6"	83	17973	4.62
	"Nebraska"	"31"	"2018"	"2018"	"Non-Hispanic Black"	"7"	27	1975	13.67
	"Nebraska"	"31"	"2019"	"2019"	"Non-Hispanic White"	"6"	63	17215	3.66
	"Nebraska"	"31"	"2019"	"2019"	"Non-Hispanic Black"	"7"	24	1892	12.68
	"Nevada"	"32"	"2007"	"2007"	"Non-Hispanic White"	"6"	94	16987	5.53
	"Nevada"	"32"	"2007"	"2007"	"Non-Hispanic Black"	"7"	38	3604	10.54
	"Nevada"	"32"	"2008"	"2008"	"Non-Hispanic White"	"6"	77	16228	4.74
	"Nevada"	"32"	"2008"	"2008"	"Non-Hispanic Black"	"7"	41	3601	11.39
	"Nevada"	"32"	"2009"	"2009"	"Non-Hispanic White"	"6"	98	15934	6.15
	"Nevada"	"32"	"2009"	"2009"	"Non-Hispanic Black"	"7"	28	3599	7.78
	"Nevada"	"32"	"2010"	"2010"	"Non-Hispanic White"	"6"	77	15750	4.89
	"Nevada"	"32"	"2010"	"2010"	"Non-Hispanic Black"	"7"	38	3541	10.73
	"Nevada"	"32"	"2011"	"2011"	"Non-Hispanic White"	"6"	83	15259	5.44
	"Nevada"	"32"	"2011"	"2011"	"Non-Hispanic Black"	"7"	28	3695	7.58
	"Nevada"	"32"	"2012"	"2012"	"Non-Hispanic White"	"6"	73	14967	4.88
	"Nevada"	"32"	"2012"	"2012"	"Non-Hispanic Black"	"7"	31	3709	8.36
	"Nevada"	"32"	"2013"	"2013"	"Non-Hispanic White"	"6"	76	14951	5.08
	"Nevada"	"32"	"2013"	"2013"	"Non-Hispanic Black"	"7"	48	3909	12.28
	"Nevada"	"32"	"2014"	"2014"	"Non-Hispanic White"	"6"	72	15151	4.75
	"Nevada"	"32"	"2014"	"2014"	"Non-Hispanic Black"	"7"	35	4259	8.22
	"Nevada"	"32"	"2015"	"2015"	"Non-Hispanic White"	"6"	63	14937	4.22
	"Nevada"	"32"	"2015"	"2015"	"Non-Hispanic Black"	"7"	42	4455	9.43
	"Nevada"	"32"	"2016"	"2016"	"Non-Hispanic White"	"6"	74	14496	5.10
	"Nevada"	"32"	"2016"	"2016"	"Non-Hispanic Black"	"7"	49	4683	10.46
	"Nevada"	"32"	"2017"	"2017"	"Non-Hispanic White"	"6"	65	13759	4.72
	"Nevada"	"32"	"2017"	"2017"	"Non-Hispanic Black"	"7"	49	4979	9.84
	"Nevada"	"32"	"2018"	"2018"	"Non-Hispanic White"	"6"	82	13612	6.02
	"Nevada"	"32"	"2018"	"2018"	"Non-Hispanic Black"	"7"	44	5047	8.72
	"Nevada"	"32"	"2019"	"2019"	"Non-Hispanic White"	"6"	63	13035	4.83
	"Nevada"	"32"	"2019"	"2019"	"Non-Hispanic Black"	"7"	49	5076	9.65
	"New Hampshire"	"33"	"2007"	"2007"	"Non-Hispanic White"	"6"	66	12618	5.23
	"New Hampshire"	"33"	"2008"	"2008"	"Non-Hispanic White"	"6"	49	12200	4.02
	"New Hampshire"	"33"	"2009"	"2009"	"Non-Hispanic White"	"6"	57	11954	4.77
	"New Hampshire"	"33"	"2010"	"2010"	"Non-Hispanic White"	"6"	43	11511	3.74
	"New Hampshire"	"33"	"2011"	"2011"	"Non-Hispanic White"	"6"	50	11392	4.39
	"New Hampshire"	"33"	"2012"	"2012"	"Non-Hispanic White"	"6"	39	10975	3.55
	"New Hampshire"	"33"	"2013"	"2013"	"Non-Hispanic White"	"6"	58	11064	5.24
	"New Hampshire"	"33"	"2014"	"2014"	"Non-Hispanic White"	"6"	48	10917	4.40
	"New Hampshire"	"33"	"2015"	"2015"	"Non-Hispanic White"	"6"	43	10928	3.93
	"New Hampshire"	"33"	"2016"	"2016"	"Non-Hispanic White"	"6"	32	10706	2.99
	"New Hampshire"	"33"	"2017"	"2017"	"Non-Hispanic White"	"6"	38	10590	3.59
	"New Hampshire"	"33"	"2018"	"2018"	"Non-Hispanic White"	"6"	35	10406	3.36
	"New Hampshire"	"33"	"2019"	"2019"	"Non-Hispanic White"	"6"	31	10163	3.05
	"New Jersey"	"34"	"2007"	"2007"	"Non-Hispanic White"	"6"	189	56243	3.36
	"New Jersey"	"34"	"2007"	"2007"	"Non-Hispanic Black"	"7"	203	17816	11.39
	"New Jersey"	"34"	"2008"	"2008"	"Non-Hispanic White"	"6"	225	53540	4.20
	"New Jersey"	"34"	"2008"	"2008"	"Non-Hispanic Black"	"7"	225	17430	12.91
	"New Jersey"	"34"	"2009"	"2009"	"Non-Hispanic White"	"6"	187	52163	3.58
	"New Jersey"	"34"	"2009"	"2009"	"Non-Hispanic Black"	"7"	205	17135	11.96
	"New Jersey"	"34"	"2010"	"2010"	"Non-Hispanic White"	"6"	146	50455	2.89
	"New Jersey"	"34"	"2010"	"2010"	"Non-Hispanic Black"	"7"	189	16332	11.57
	"New Jersey"	"34"	"2011"	"2011"	"Non-Hispanic White"	"6"	173	49661	3.48
	"New Jersey"	"34"	"2011"	"2011"	"Non-Hispanic Black"	"7"	180	16047	11.22
	"New Jersey"	"34"	"2012"	"2012"	"Non-Hispanic White"	"6"	154	47944	3.21
	"New Jersey"	"34"	"2012"	"2012"	"Non-Hispanic Black"	"7"	142	16183	8.77
	"New Jersey"	"34"	"2013"	"2013"	"Non-Hispanic White"	"6"	139	48018	2.89
	"New Jersey"	"34"	"2013"	"2013"	"Non-Hispanic Black"	"7"	171	15570	10.98
	"New Jersey"	"34"	"2014"	"2014"	"Non-Hispanic White"	"6"	148	48196	3.07
	"New Jersey"	"34"	"2014"	"2014"	"Non-Hispanic Black"	"7"	138	15528	8.89
	"New Jersey"	"34"	"2015"	"2015"	"Non-Hispanic White"	"6"	165	47425	3.48
	"New Jersey"	"34"	"2015"	"2015"	"Non-Hispanic Black"	"7"	147	14880	9.88
	"New Jersey"	"34"	"2016"	"2016"	"Non-Hispanic White"	"6"	122	46545	2.62
	"New Jersey"	"34"	"2016"	"2016"	"Non-Hispanic Black"	"7"	138	14274	9.67
	"New Jersey"	"34"	"2017"	"2017"	"Non-Hispanic White"	"6"	126	46338	2.72
	"New Jersey"	"34"	"2017"	"2017"	"Non-Hispanic Black"	"7"	136	14111	9.64
	"New Jersey"	"34"	"2018"	"2018"	"Non-Hispanic White"	"6"	114	45966	2.48
	"New Jersey"	"34"	"2018"	"2018"	"Non-Hispanic Black"	"7"	121	14320	8.45
	"New Jersey"	"34"	"2019"	"2019"	"Non-Hispanic White"	"6"	139	45868	3.03
	"New Jersey"	"34"	"2019"	"2019"	"Non-Hispanic Black"	"7"	118	13841	8.53
	"New Mexico"	"35"	"2007"	"2007"	"Non-Hispanic White"	"6"	55	8765	6.27
	"New Mexico"	"35"	"2008"	"2008"	"Non-Hispanic White"	"6"	51	8476	6.02
	"New Mexico"	"35"	"2009"	"2009"	"Non-Hispanic White"	"6"	42	8080	5.20
	"New Mexico"	"35"	"2009"	"2009"	"Non-Hispanic Black"	"7"	10	513	19.49 (Unreliable)
	"New Mexico"	"35"	"2010"	"2010"	"Non-Hispanic White"	"6"	42	7859	5.34
	"New Mexico"	"35"	"2011"	"2011"	"Non-Hispanic White"	"6"	31	7719	4.02
	"New Mexico"	"35"	"2012"	"2012"	"Non-Hispanic White"	"6"	53	7675	6.91
	"New Mexico"	"35"	"2013"	"2013"	"Non-Hispanic White"	"6"	34	7428	4.58
	"New Mexico"	"35"	"2014"	"2014"	"Non-Hispanic White"	"6"	35	7222	4.85
	"New Mexico"	"35"	"2015"	"2015"	"Non-Hispanic White"	"6"	36	7157	5.03
	"New Mexico"	"35"	"2016"	"2016"	"Non-Hispanic White"	"6"	35	7176	4.88
	"New Mexico"	"35"	"2017"	"2017"	"Non-Hispanic White"	"6"	42	6658	6.31
	"New Mexico"	"35"	"2018"	"2018"	"Non-Hispanic White"	"6"	36	6603	5.45
	"New Mexico"	"35"	"2019"	"2019"	"Non-Hispanic White"	"6"	33	6389	5.17
	"New York"	"36"	"2007"	"2007"	"Non-Hispanic White"	"6"	562	125674	4.47
	"New York"	"36"	"2007"	"2007"	"Non-Hispanic Black"	"7"	481	42729	11.26
	"New York"	"36"	"2008"	"2008"	"Non-Hispanic White"	"6"	494	120581	4.10
	"New York"	"36"	"2008"	"2008"	"Non-Hispanic Black"	"7"	458	40418	11.33
	"New York"	"36"	"2009"	"2009"	"Non-Hispanic White"	"6"	503	119526	4.21
	"New York"	"36"	"2009"	"2009"	"Non-Hispanic Black"	"7"	433	40970	10.57
	"New York"	"36"	"2010"	"2010"	"Non-Hispanic White"	"6"	440	118223	3.72
	"New York"	"36"	"2010"	"2010"	"Non-Hispanic Black"	"7"	383	39266	9.75
	"New York"	"36"	"2011"	"2011"	"Non-Hispanic White"	"6"	486	117201	4.15
	"New York"	"36"	"2011"	"2011"	"Non-Hispanic Black"	"7"	354	39157	9.04
	"New York"	"36"	"2012"	"2012"	"Non-Hispanic White"	"6"	453	116153	3.90
	"New York"	"36"	"2012"	"2012"	"Non-Hispanic Black"	"7"	351	38479	9.12
	"New York"	"36"	"2013"	"2013"	"Non-Hispanic White"	"6"	465	115505	4.03
	"New York"	"36"	"2013"	"2013"	"Non-Hispanic Black"	"7"	327	37613	8.69
	"New York"	"36"	"2014"	"2014"	"Non-Hispanic White"	"6"	431	116013	3.72
	"New York"	"36"	"2014"	"2014"	"Non-Hispanic Black"	"7"	310	36958	8.39
	"New York"	"36"	"2015"	"2015"	"Non-Hispanic White"	"6"	423	114643	3.69
	"New York"	"36"	"2015"	"2015"	"Non-Hispanic Black"	"7"	336	36392	9.23
	"New York"	"36"	"2016"	"2016"	"Non-Hispanic White"	"6"	422	112843	3.74
	"New York"	"36"	"2016"	"2016"	"Non-Hispanic Black"	"7"	305	35308	8.64
	"New York"	"36"	"2017"	"2017"	"Non-Hispanic White"	"6"	384	113152	3.39
	"New York"	"36"	"2017"	"2017"	"Non-Hispanic Black"	"7"	307	35189	8.72
	"New York"	"36"	"2018"	"2018"	"Non-Hispanic White"	"6"	397	112317	3.53
	"New York"	"36"	"2018"	"2018"	"Non-Hispanic Black"	"7"	297	34277	8.66
	"New York"	"36"	"2019"	"2019"	"Non-Hispanic White"	"6"	371	110792	3.35
	"New York"	"36"	"2019"	"2019"	"Non-Hispanic Black"	"7"	302	33332	9.06
	"North Carolina"	"37"	"2007"	"2007"	"Non-Hispanic White"	"6"	454	72453	6.27
	"North Carolina"	"37"	"2007"	"2007"	"Non-Hispanic Black"	"7"	447	30618	14.60
	"North Carolina"	"37"	"2008"	"2008"	"Non-Hispanic White"	"6"	447	72103	6.20
	"North Carolina"	"37"	"2008"	"2008"	"Non-Hispanic Black"	"7"	451	31163	14.47
	"North Carolina"	"37"	"2009"	"2009"	"Non-Hispanic White"	"6"	385	70430	5.47
	"North Carolina"	"37"	"2009"	"2009"	"Non-Hispanic Black"	"7"	453	30314	14.94
	"North Carolina"	"37"	"2010"	"2010"	"Non-Hispanic White"	"6"	367	68699	5.34
	"North Carolina"	"37"	"2010"	"2010"	"Non-Hispanic Black"	"7"	353	29007	12.17
	"North Carolina"	"37"	"2011"	"2011"	"Non-Hispanic White"	"6"	359	67688	5.30
	"North Carolina"	"37"	"2011"	"2011"	"Non-Hispanic Black"	"7"	365	28597	12.76
	"North Carolina"	"37"	"2012"	"2012"	"Non-Hispanic White"	"6"	381	67154	5.67
	"North Carolina"	"37"	"2012"	"2012"	"Non-Hispanic Black"	"7"	379	28468	13.31
	"North Carolina"	"37"	"2013"	"2013"	"Non-Hispanic White"	"6"	354	66316	5.34
	"North Carolina"	"37"	"2013"	"2013"	"Non-Hispanic Black"	"7"	337	28952	11.64
	"North Carolina"	"37"	"2014"	"2014"	"Non-Hispanic White"	"6"	357	67551	5.28
	"North Carolina"	"37"	"2014"	"2014"	"Non-Hispanic Black"	"7"	369	29017	12.72
	"North Carolina"	"37"	"2015"	"2015"	"Non-Hispanic White"	"6"	396	67122	5.90
	"North Carolina"	"37"	"2015"	"2015"	"Non-Hispanic Black"	"7"	357	28866	12.37
	"North Carolina"	"37"	"2016"	"2016"	"Non-Hispanic White"	"6"	364	66924	5.44
	"North Carolina"	"37"	"2016"	"2016"	"Non-Hispanic Black"	"7"	367	28503	12.88
	"North Carolina"	"37"	"2017"	"2017"	"Non-Hispanic White"	"6"	331	65534	5.05
	"North Carolina"	"37"	"2017"	"2017"	"Non-Hispanic Black"	"7"	349	29073	12.00
	"North Carolina"	"37"	"2018"	"2018"	"Non-Hispanic White"	"6"	347	64798	5.36
	"North Carolina"	"37"	"2018"	"2018"	"Non-Hispanic Black"	"7"	328	28857	11.37
	"North Carolina"	"37"	"2019"	"2019"	"Non-Hispanic White"	"6"	306	63612	4.81
	"North Carolina"	"37"	"2019"	"2019"	"Non-Hispanic Black"	"7"	349	29088	12.00
	"North Dakota"	"38"	"2007"	"2007"	"Non-Hispanic White"	"6"	52	7239	7.18
	"North Dakota"	"38"	"2008"	"2008"	"Non-Hispanic White"	"6"	33	7323	4.51
	"North Dakota"	"38"	"2009"	"2009"	"Non-Hispanic White"	"6"	32	7319	4.37
	"North Dakota"	"38"	"2010"	"2010"	"Non-Hispanic White"	"6"	43	7440	5.78
	"North Dakota"	"38"	"2011"	"2011"	"Non-Hispanic White"	"6"	47	7759	6.06
	"North Dakota"	"38"	"2012"	"2012"	"Non-Hispanic White"	"6"	42	8163	5.15
	"North Dakota"	"38"	"2013"	"2013"	"Non-Hispanic White"	"6"	46	8531	5.39
	"North Dakota"	"38"	"2014"	"2014"	"Non-Hispanic White"	"6"	42	9036	4.65
	"North Dakota"	"38"	"2015"	"2015"	"Non-Hispanic White"	"6"	53	8796	6.03
	"North Dakota"	"38"	"2016"	"2016"	"Non-Hispanic White"	"6"	40	8647	4.63
	"North Dakota"	"38"	"2017"	"2017"	"Non-Hispanic White"	"6"	33	8108	4.07
	"North Dakota"	"38"	"2018"	"2018"	"Non-Hispanic White"	"6"	42	7978	5.26
	"North Dakota"	"38"	"2019"	"2019"	"Non-Hispanic White"	"6"	48	7732	6.21
	"Ohio"	"39"	"2007"	"2007"	"Non-Hispanic White"	"6"	731	115272	6.34
	"Ohio"	"39"	"2007"	"2007"	"Non-Hispanic Black"	"7"	336	24174	13.90
	"Ohio"	"39"	"2008"	"2008"	"Non-Hispanic White"	"6"	701	112900	6.21
	"Ohio"	"39"	"2008"	"2008"	"Non-Hispanic Black"	"7"	373	24266	15.37
	"Ohio"	"39"	"2009"	"2009"	"Non-Hispanic White"	"6"	700	109760	6.38
	"Ohio"	"39"	"2009"	"2009"	"Non-Hispanic Black"	"7"	341	23837	14.31
	"Ohio"	"39"	"2010"	"2010"	"Non-Hispanic White"	"6"	675	105356	6.41
	"Ohio"	"39"	"2010"	"2010"	"Non-Hispanic Black"	"7"	317	22957	13.81
	"Ohio"	"39"	"2011"	"2011"	"Non-Hispanic White"	"6"	682	104506	6.53
	"Ohio"	"39"	"2011"	"2011"	"Non-Hispanic Black"	"7"	341	22835	14.93
	"Ohio"	"39"	"2012"	"2012"	"Non-Hispanic White"	"6"	670	104116	6.44
	"Ohio"	"39"	"2012"	"2012"	"Non-Hispanic Black"	"7"	300	23268	12.89
	"Ohio"	"39"	"2013"	"2013"	"Non-Hispanic White"	"6"	622	104059	5.98
	"Ohio"	"39"	"2013"	"2013"	"Non-Hispanic Black"	"7"	307	23772	12.91
	"Ohio"	"39"	"2014"	"2014"	"Non-Hispanic White"	"6"	581	104102	5.58
	"Ohio"	"39"	"2014"	"2014"	"Non-Hispanic Black"	"7"	312	23663	13.19
	"Ohio"	"39"	"2015"	"2015"	"Non-Hispanic White"	"6"	594	103586	5.73
	"Ohio"	"39"	"2015"	"2015"	"Non-Hispanic Black"	"7"	339	23739	14.28
	"Ohio"	"39"	"2016"	"2016"	"Non-Hispanic White"	"6"	613	101564	6.04
	"Ohio"	"39"	"2016"	"2016"	"Non-Hispanic Black"	"7"	327	23852	13.71
	"Ohio"	"39"	"2017"	"2017"	"Non-Hispanic White"	"6"	537	100151	5.36
	"Ohio"	"39"	"2017"	"2017"	"Non-Hispanic Black"	"7"	349	24097	14.48
	"Ohio"	"39"	"2018"	"2018"	"Non-Hispanic White"	"6"	552	98834	5.59
	"Ohio"	"39"	"2018"	"2018"	"Non-Hispanic Black"	"7"	312	23892	13.06
	"Ohio"	"39"	"2019"	"2019"	"Non-Hispanic White"	"6"	515	97126	5.30
	"Ohio"	"39"	"2019"	"2019"	"Non-Hispanic Black"	"7"	318	24477	12.99
	"Oklahoma"	"40"	"2007"	"2007"	"Non-Hispanic White"	"6"	279	35331	7.90
	"Oklahoma"	"40"	"2007"	"2007"	"Non-Hispanic Black"	"7"	81	4912	16.49
	"Oklahoma"	"40"	"2008"	"2008"	"Non-Hispanic White"	"6"	241	35172	6.85
	"Oklahoma"	"40"	"2008"	"2008"	"Non-Hispanic Black"	"7"	62	4960	12.50
	"Oklahoma"	"40"	"2009"	"2009"	"Non-Hispanic White"	"6"	233	34720	6.71
	"Oklahoma"	"40"	"2009"	"2009"	"Non-Hispanic Black"	"7"	77	5083	15.15
	"Oklahoma"	"40"	"2010"	"2010"	"Non-Hispanic White"	"6"	247	34096	7.24
	"Oklahoma"	"40"	"2010"	"2010"	"Non-Hispanic Black"	"7"	46	4802	9.58
	"Oklahoma"	"40"	"2011"	"2011"	"Non-Hispanic White"	"6"	227	33358	6.80
	"Oklahoma"	"40"	"2011"	"2011"	"Non-Hispanic Black"	"7"	56	4815	11.63
	"Oklahoma"	"40"	"2012"	"2012"	"Non-Hispanic White"	"6"	227	33536	6.77
	"Oklahoma"	"40"	"2012"	"2012"	"Non-Hispanic Black"	"7"	56	4917	11.39
	"Oklahoma"	"40"	"2013"	"2013"	"Non-Hispanic White"	"6"	202	33978	5.95
	"Oklahoma"	"40"	"2013"	"2013"	"Non-Hispanic Black"	"7"	70	4832	14.49
	"Oklahoma"	"40"	"2014"	"2014"	"Non-Hispanic White"	"6"	272	33577	8.10
	"Oklahoma"	"40"	"2014"	"2014"	"Non-Hispanic Black"	"7"	61	5044	12.09
	"Oklahoma"	"40"	"2015"	"2015"	"Non-Hispanic White"	"6"	218	33293	6.55
	"Oklahoma"	"40"	"2015"	"2015"	"Non-Hispanic Black"	"7"	61	4995	12.21
	"Oklahoma"	"40"	"2016"	"2016"	"Non-Hispanic White"	"6"	199	32438	6.13
	"Oklahoma"	"40"	"2016"	"2016"	"Non-Hispanic Black"	"7"	74	5132	14.42
	"Oklahoma"	"40"	"2017"	"2017"	"Non-Hispanic White"	"6"	200	30901	6.47
	"Oklahoma"	"40"	"2017"	"2017"	"Non-Hispanic Black"	"7"	66	4829	13.67
	"Oklahoma"	"40"	"2018"	"2018"	"Non-Hispanic White"	"6"	183	30315	6.04
	"Oklahoma"	"40"	"2018"	"2018"	"Non-Hispanic Black"	"7"	64	4933	12.97
	"Oklahoma"	"40"	"2019"	"2019"	"Non-Hispanic White"	"6"	186	29397	6.33
	"Oklahoma"	"40"	"2019"	"2019"	"Non-Hispanic Black"	"7"	66	4929	13.39
	"Oregon"	"41"	"2007"	"2007"	"Non-Hispanic White"	"6"	191	34265	5.57
	"Oregon"	"41"	"2008"	"2008"	"Non-Hispanic White"	"6"	158	34054	4.64
	"Oregon"	"41"	"2008"	"2008"	"Non-Hispanic Black"	"7"	15	1211	12.39 (Unreliable)
	"Oregon"	"41"	"2009"	"2009"	"Non-Hispanic White"	"6"	172	32788	5.25
	"Oregon"	"41"	"2010"	"2010"	"Non-Hispanic White"	"6"	141	31680	4.45
	"Oregon"	"41"	"2010"	"2010"	"Non-Hispanic Black"	"7"	11	1141	9.64 (Unreliable)
	"Oregon"	"41"	"2011"	"2011"	"Non-Hispanic White"	"6"	137	31768	4.31
