"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	Deaths	Births	Death Rate
	"South Carolina"	"45"	"2005"	"2005"	"Non-Hispanic White"	"6"	217	32818	6.61
	"South Carolina"	"45"	"2005"	"2005"	"Non-Hispanic Black"	"7"	280	18696	14.98
	"South Carolina"	"45"	"2006"	"2006"	"Non-Hispanic White"	"6"	191	34211	5.58
	"South Carolina"	"45"	"2006"	"2006"	"Non-Hispanic Black"	"7"	280	20460	13.69
	"South Dakota"	"46"	"2003"	"2003"	"Non-Hispanic White"	"6"	47	8616	5.45
	"South Dakota"	"46"	"2004"	"2004"	"Non-Hispanic White"	"6"	59	8862	6.66
	"South Dakota"	"46"	"2005"	"2005"	"Non-Hispanic White"	"6"	56	8925	6.27
	"South Dakota"	"46"	"2006"	"2006"	"Non-Hispanic White"	"6"	52	9170	5.67
	"Tennessee"	"47"	"2003"	"2003"	"Non-Hispanic White"	"6"	400	56119	7.13
	"Tennessee"	"47"	"2003"	"2003"	"Non-Hispanic Black"	"7"	282	16170	17.44
	"Tennessee"	"47"	"2004"	"2004"	"Non-Hispanic White"	"6"	374	56330	6.64
	"Tennessee"	"47"	"2004"	"2004"	"Non-Hispanic Black"	"7"	269	15741	17.09
	"Tennessee"	"47"	"2005"	"2005"	"Non-Hispanic White"	"6"	411	56488	7.28
	"Tennessee"	"47"	"2005"	"2005"	"Non-Hispanic Black"	"7"	238	16496	14.43
	"Tennessee"	"47"	"2006"	"2006"	"Non-Hispanic White"	"6"	382	57172	6.68
	"Tennessee"	"47"	"2006"	"2006"	"Non-Hispanic Black"	"7"	281	17422	16.13
	"Texas"	"48"	"2003"	"2003"	"Non-Hispanic White"	"6"	811	138194	5.87
	"Texas"	"48"	"2003"	"2003"	"Non-Hispanic Black"	"7"	519	41252	12.58
	"Texas"	"48"	"2004"	"2004"	"Non-Hispanic White"	"6"	813	136303	5.96
	"Texas"	"48"	"2004"	"2004"	"Non-Hispanic Black"	"7"	486	41664	11.66
	"Texas"	"48"	"2005"	"2005"	"Non-Hispanic White"	"6"	815	137525	5.93
	"Texas"	"48"	"2005"	"2005"	"Non-Hispanic Black"	"7"	547	42152	12.98
	"Texas"	"48"	"2006"	"2006"	"Non-Hispanic White"	"6"	783	139922	5.60
	"Texas"	"48"	"2006"	"2006"	"Non-Hispanic Black"	"7"	539	46028	11.71
	"Utah"	"49"	"2003"	"2003"	"Non-Hispanic White"	"6"	181	40154	4.51
	"Utah"	"49"	"2004"	"2004"	"Non-Hispanic White"	"6"	194	40702	4.77
	"Utah"	"49"	"2005"	"2005"	"Non-Hispanic White"	"6"	179	41202	4.34
	"Utah"	"49"	"2006"	"2006"	"Non-Hispanic White"	"6"	215	42230	5.09
	"Vermont"	"50"	"2003"	"2003"	"Non-Hispanic White"	"6"	31	6311	4.91
	"Vermont"	"50"	"2004"	"2004"	"Non-Hispanic White"	"6"	29	6270	4.63
	"Vermont"	"50"	"2005"	"2005"	"Non-Hispanic White"	"6"	39	6139	6.35
	"Vermont"	"50"	"2006"	"2006"	"Non-Hispanic White"	"6"	36	6200	5.81
	"Virginia"	"51"	"2003"	"2003"	"Non-Hispanic White"	"6"	389	62347	6.24
	"Virginia"	"51"	"2003"	"2003"	"Non-Hispanic Black"	"7"	288	21838	13.19
	"Virginia"	"51"	"2004"	"2004"	"Non-Hispanic White"	"6"	357	62988	5.67
	"Virginia"	"51"	"2004"	"2004"	"Non-Hispanic Black"	"7"	312	22280	14.00
	"Virginia"	"51"	"2005"	"2005"	"Non-Hispanic White"	"6"	371	62177	5.97
	"Virginia"	"51"	"2005"	"2005"	"Non-Hispanic Black"	"7"	309	22163	13.94
	"Virginia"	"51"	"2006"	"2006"	"Non-Hispanic White"	"6"	340	62502	5.44
	"Virginia"	"51"	"2006"	"2006"	"Non-Hispanic Black"	"7"	315	23414	13.45
	"Washington"	"53"	"2003"	"2003"	"Non-Hispanic White"	"6"	281	53848	5.22
	"Washington"	"53"	"2003"	"2003"	"Non-Hispanic Black"	"7"	22	3072	7.16
	"Washington"	"53"	"2004"	"2004"	"Non-Hispanic White"	"6"	261	53500	4.88
	"Washington"	"53"	"2004"	"2004"	"Non-Hispanic Black"	"7"	32	3108	10.30
	"Washington"	"53"	"2005"	"2005"	"Non-Hispanic White"	"6"	260	53733	4.84
	"Washington"	"53"	"2005"	"2005"	"Non-Hispanic Black"	"7"	30	3239	9.26
	"Washington"	"53"	"2006"	"2006"	"Non-Hispanic White"	"6"	213	56249	3.79
	"Washington"	"53"	"2006"	"2006"	"Non-Hispanic Black"	"7"	20	3750	5.33
	"West Virginia"	"54"	"2003"	"2003"	"Non-Hispanic White"	"6"	141	19874	7.09
	"West Virginia"	"54"	"2004"	"2004"	"Non-Hispanic White"	"6"	146	19831	7.36
	"West Virginia"	"54"	"2005"	"2005"	"Non-Hispanic White"	"6"	159	19723	8.06
	"West Virginia"	"54"	"2006"	"2006"	"Non-Hispanic White"	"6"	130	19760	6.58
	"West Virginia"	"54"	"2006"	"2006"	"Non-Hispanic Black"	"7"	15	689	21.77 (Unreliable)
	"Wisconsin"	"55"	"2003"	"2003"	"Non-Hispanic White"	"6"	291	54845	5.31
	"Wisconsin"	"55"	"2003"	"2003"	"Non-Hispanic Black"	"7"	99	6421	15.42
	"Wisconsin"	"55"	"2004"	"2004"	"Non-Hispanic White"	"6"	245	54239	4.52
	"Wisconsin"	"55"	"2004"	"2004"	"Non-Hispanic Black"	"7"	123	6503	18.91
	"Wisconsin"	"55"	"2005"	"2005"	"Non-Hispanic White"	"6"	300	54342	5.52
	"Wisconsin"	"55"	"2005"	"2005"	"Non-Hispanic Black"	"7"	100	6719	14.88
	"Wisconsin"	"55"	"2006"	"2006"	"Non-Hispanic White"	"6"	274	54543	5.02
	"Wisconsin"	"55"	"2006"	"2006"	"Non-Hispanic Black"	"7"	119	7024	16.94
	"Wyoming"	"56"	"2003"	"2003"	"Non-Hispanic White"	"6"	27	5627	4.80
	"Wyoming"	"56"	"2004"	"2004"	"Non-Hispanic White"	"6"	50	5673	8.81
	"Wyoming"	"56"	"2005"	"2005"	"Non-Hispanic White"	"6"	40	5960	6.71
	"Wyoming"	"56"	"2006"	"2006"	"Non-Hispanic White"	"6"	41	6227	6.58
"---"
"Dataset: Linked Birth / Infant Death Records, 2003-2006"
"Query Parameters:"
"Mother's Bridged Race/Hispanic Origin: Non-Hispanic White; Non-Hispanic Black"
"Group By: State; Year of Death; Mother's Bridged Race/Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: May 15, 2024 7:46:40 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records"
"2003-2006, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/lbd-v2006.html on May 15, 2024 7:46:40 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"2. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"3. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
