"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	Deaths	Births	Death Rate
	"Arizona"	"04"	"2006"	"2006"	"Non-Hispanic Black"	"7"	56	3594	15.58
	"Arkansas"	"05"	"2003"	"2003"	"Non-Hispanic White"	"6"	205	26480	7.74
	"Arkansas"	"05"	"2003"	"2003"	"Non-Hispanic Black"	"7"	96	7190	13.35
	"Arkansas"	"05"	"2004"	"2004"	"Non-Hispanic White"	"6"	197	26797	7.35
	"Arkansas"	"05"	"2004"	"2004"	"Non-Hispanic Black"	"7"	96	7343	13.07
	"Arkansas"	"05"	"2005"	"2005"	"Non-Hispanic White"	"6"	176	26717	6.59
	"Arkansas"	"05"	"2005"	"2005"	"Non-Hispanic Black"	"7"	105	7406	14.18
	"Arkansas"	"05"	"2006"	"2006"	"Non-Hispanic White"	"6"	191	27679	6.90
	"Arkansas"	"05"	"2006"	"2006"	"Non-Hispanic Black"	"7"	115	7843	14.66
	"California"	"06"	"2003"	"2003"	"Non-Hispanic White"	"6"	755	166764	4.53
	"California"	"06"	"2003"	"2003"	"Non-Hispanic Black"	"7"	333	30925	10.77
	"California"	"06"	"2004"	"2004"	"Non-Hispanic White"	"6"	732	162716	4.50
	"California"	"06"	"2004"	"2004"	"Non-Hispanic Black"	"7"	347	30479	11.38
	"California"	"06"	"2005"	"2005"	"Non-Hispanic White"	"6"	777	159723	4.86
	"California"	"06"	"2005"	"2005"	"Non-Hispanic Black"	"7"	368	30520	12.06
	"California"	"06"	"2006"	"2006"	"Non-Hispanic White"	"6"	736	158426	4.65
	"California"	"06"	"2006"	"2006"	"Non-Hispanic Black"	"7"	346	32056	10.79
	"Colorado"	"08"	"2003"	"2003"	"Non-Hispanic White"	"6"	230	42348	5.43
	"Colorado"	"08"	"2003"	"2003"	"Non-Hispanic Black"	"7"	50	2807	17.81
	"Colorado"	"08"	"2004"	"2004"	"Non-Hispanic White"	"6"	207	41192	5.03
	"Colorado"	"08"	"2004"	"2004"	"Non-Hispanic Black"	"7"	44	2799	15.72
	"Colorado"	"08"	"2005"	"2005"	"Non-Hispanic White"	"6"	217	41454	5.23
	"Colorado"	"08"	"2005"	"2005"	"Non-Hispanic Black"	"7"	45	2959	15.21
	"Colorado"	"08"	"2006"	"2006"	"Non-Hispanic White"	"6"	222	42127	5.27
	"Colorado"	"08"	"2006"	"2006"	"Non-Hispanic Black"	"7"	33	2975	11.09
	"Connecticut"	"09"	"2003"	"2003"	"Non-Hispanic White"	"6"	119	28047	4.24
	"Connecticut"	"09"	"2003"	"2003"	"Non-Hispanic Black"	"7"	55	4812	11.43
	"Connecticut"	"09"	"2004"	"2004"	"Non-Hispanic White"	"6"	100	27132	3.69
	"Connecticut"	"09"	"2004"	"2004"	"Non-Hispanic Black"	"7"	56	4910	11.41
	"Connecticut"	"09"	"2005"	"2005"	"Non-Hispanic White"	"6"	97	26369	3.68
	"Connecticut"	"09"	"2005"	"2005"	"Non-Hispanic Black"	"7"	74	4872	15.19
	"Connecticut"	"09"	"2006"	"2006"	"Non-Hispanic White"	"6"	117	25665	4.56
	"Connecticut"	"09"	"2006"	"2006"	"Non-Hispanic Black"	"7"	70	5171	13.54
	"Delaware"	"10"	"2003"	"2003"	"Non-Hispanic White"	"6"	44	6584	6.68
	"Delaware"	"10"	"2003"	"2003"	"Non-Hispanic Black"	"7"	52	2848	18.26
	"Delaware"	"10"	"2004"	"2004"	"Non-Hispanic White"	"6"	44	6442	6.83
	"Delaware"	"10"	"2004"	"2004"	"Non-Hispanic Black"	"7"	42	2852	14.73
	"Delaware"	"10"	"2005"	"2005"	"Non-Hispanic White"	"6"	38	6479	5.87
	"Delaware"	"10"	"2005"	"2005"	"Non-Hispanic Black"	"7"	50	2875	17.39
	"Delaware"	"10"	"2006"	"2006"	"Non-Hispanic White"	"6"	41	6580	6.23
	"Delaware"	"10"	"2006"	"2006"	"Non-Hispanic Black"	"7"	39	2996	13.02
	"District of Columbia"	"11"	"2003"	"2003"	"Non-Hispanic Black"	"7"	66	4571	14.44
	"District of Columbia"	"11"	"2004"	"2004"	"Non-Hispanic Black"	"7"	81	4691	17.27
	"District of Columbia"	"11"	"2005"	"2005"	"Non-Hispanic Black"	"7"	91	4604	19.77
	"District of Columbia"	"11"	"2006"	"2006"	"Non-Hispanic Black"	"7"	89	4846	18.37
	"Florida"	"12"	"2003"	"2003"	"Non-Hispanic White"	"6"	608	104289	5.83
	"Florida"	"12"	"2003"	"2003"	"Non-Hispanic Black"	"7"	619	46295	13.37
	"Florida"	"12"	"2004"	"2004"	"Non-Hispanic White"	"6"	599	105218	5.69
	"Florida"	"12"	"2004"	"2004"	"Non-Hispanic Black"	"7"	591	47019	12.57
	"Florida"	"12"	"2005"	"2005"	"Non-Hispanic White"	"6"	623	106530	5.85
	"Florida"	"12"	"2005"	"2005"	"Non-Hispanic Black"	"7"	619	48266	12.82
	"Florida"	"12"	"2006"	"2006"	"Non-Hispanic White"	"6"	647	107433	6.02
	"Florida"	"12"	"2006"	"2006"	"Non-Hispanic Black"	"7"	657	51081	12.86
	"Georgia"	"13"	"2003"	"2003"	"Non-Hispanic White"	"6"	412	68900	5.98
	"Georgia"	"13"	"2003"	"2003"	"Non-Hispanic Black"	"7"	576	42038	13.70
	"Georgia"	"13"	"2004"	"2004"	"Non-Hispanic White"	"6"	438	68603	6.38
	"Georgia"	"13"	"2004"	"2004"	"Non-Hispanic Black"	"7"	588	43154	13.63
	"Georgia"	"13"	"2005"	"2005"	"Non-Hispanic White"	"6"	410	68123	6.02
	"Georgia"	"13"	"2005"	"2005"	"Non-Hispanic Black"	"7"	567	45327	12.51
	"Georgia"	"13"	"2006"	"2006"	"Non-Hispanic White"	"6"	402	69494	5.78
	"Georgia"	"13"	"2006"	"2006"	"Non-Hispanic Black"	"7"	620	48693	12.73
	"Hawaii"	"15"	"2003"	"2003"	"Non-Hispanic White"	"6"	18	4275	4.21 (Unreliable)
	"Hawaii"	"15"	"2004"	"2004"	"Non-Hispanic White"	"6"	17	4319	3.94 (Unreliable)
	"Hawaii"	"15"	"2005"	"2005"	"Non-Hispanic White"	"6"	15	4194	3.58 (Unreliable)
	"Hawaii"	"15"	"2006"	"2006"	"Non-Hispanic White"	"6"	16	4586	3.49 (Unreliable)
	"Hawaii"	"15"	"2006"	"2006"	"Non-Hispanic Black"	"7"	15	499	30.06 (Unreliable)
	"Idaho"	"16"	"2003"	"2003"	"Non-Hispanic White"	"6"	113	17923	6.30
	"Idaho"	"16"	"2004"	"2004"	"Non-Hispanic White"	"6"	112	18296	6.12
	"Idaho"	"16"	"2005"	"2005"	"Non-Hispanic White"	"6"	109	18627	5.85
	"Idaho"	"16"	"2006"	"2006"	"Non-Hispanic White"	"6"	117	19496	6.00
	"Illinois"	"17"	"2003"	"2003"	"Non-Hispanic White"	"6"	610	99565	6.13
	"Illinois"	"17"	"2003"	"2003"	"Non-Hispanic Black"	"7"	494	31303	15.78
	"Illinois"	"17"	"2004"	"2004"	"Non-Hispanic White"	"6"	589	97915	6.02
	"Illinois"	"17"	"2004"	"2004"	"Non-Hispanic Black"	"7"	459	30732	14.94
	"Illinois"	"17"	"2005"	"2005"	"Non-Hispanic White"	"6"	545	95694	5.70
	"Illinois"	"17"	"2005"	"2005"	"Non-Hispanic Black"	"7"	460	30411	15.13
	"Illinois"	"17"	"2006"	"2006"	"Non-Hispanic White"	"6"	564	95208	5.92
	"Illinois"	"17"	"2006"	"2006"	"Non-Hispanic Black"	"7"	411	31207	13.17
	"Indiana"	"18"	"2003"	"2003"	"Non-Hispanic White"	"6"	483	68511	7.05
	"Indiana"	"18"	"2003"	"2003"	"Non-Hispanic Black"	"7"	138	9327	14.80
	"Indiana"	"18"	"2004"	"2004"	"Non-Hispanic White"	"6"	468	68352	6.85
	"Indiana"	"18"	"2004"	"2004"	"Non-Hispanic Black"	"7"	149	9579	15.55
	"Indiana"	"18"	"2005"	"2005"	"Non-Hispanic White"	"6"	492	67491	7.29
	"Indiana"	"18"	"2005"	"2005"	"Non-Hispanic Black"	"7"	147	9796	15.01
	"Indiana"	"18"	"2006"	"2006"	"Non-Hispanic White"	"6"	464	67951	6.83
	"Indiana"	"18"	"2006"	"2006"	"Non-Hispanic Black"	"7"	183	10374	17.64
	"Iowa"	"19"	"2003"	"2003"	"Non-Hispanic White"	"6"	173	33185	5.21
	"Iowa"	"19"	"2003"	"2003"	"Non-Hispanic Black"	"7"	21	1264	16.61
	"Iowa"	"19"	"2004"	"2004"	"Non-Hispanic White"	"6"	163	32859	4.96
	"Iowa"	"19"	"2005"	"2005"	"Non-Hispanic White"	"6"	173	33452	5.17
	"Iowa"	"19"	"2005"	"2005"	"Non-Hispanic Black"	"7"	16	1479	10.82 (Unreliable)
	"Iowa"	"19"	"2006"	"2006"	"Non-Hispanic White"	"6"	164	34511	4.75
	"Iowa"	"19"	"2006"	"2006"	"Non-Hispanic Black"	"7"	12	1585	7.57 (Unreliable)
	"Kansas"	"20"	"2003"	"2003"	"Non-Hispanic White"	"6"	183	29230	6.26
	"Kansas"	"20"	"2003"	"2003"	"Non-Hispanic Black"	"7"	37	2725	13.58
	"Kansas"	"20"	"2004"	"2004"	"Non-Hispanic White"	"6"	206	29275	7.04
	"Kansas"	"20"	"2004"	"2004"	"Non-Hispanic Black"	"7"	39	2764	14.11
	"Kansas"	"20"	"2005"	"2005"	"Non-Hispanic White"	"6"	196	29296	6.69
	"Kansas"	"20"	"2005"	"2005"	"Non-Hispanic Black"	"7"	43	2819	15.25
	"Kansas"	"20"	"2006"	"2006"	"Non-Hispanic White"	"6"	195	29673	6.57
	"Kansas"	"20"	"2006"	"2006"	"Non-Hispanic Black"	"7"	41	2994	13.69
	"Kentucky"	"21"	"2003"	"2003"	"Non-Hispanic White"	"6"	313	47570	6.58
	"Kentucky"	"21"	"2003"	"2003"	"Non-Hispanic Black"	"7"	45	4812	9.35
	"Kentucky"	"21"	"2004"	"2004"	"Non-Hispanic White"	"6"	303	47894	6.33
	"Kentucky"	"21"	"2004"	"2004"	"Non-Hispanic Black"	"7"	58	4740	12.24
	"Kentucky"	"21"	"2005"	"2005"	"Non-Hispanic White"	"6"	297	48209	6.16
	"Kentucky"	"21"	"2005"	"2005"	"Non-Hispanic Black"	"7"	54	4841	11.15
	"Kentucky"	"21"	"2006"	"2006"	"Non-Hispanic White"	"6"	341	49224	6.93
	"Kentucky"	"21"	"2006"	"2006"	"Non-Hispanic Black"	"7"	74	5251	14.09
	"Louisiana"	"22"	"2003"	"2003"	"Non-Hispanic White"	"6"	231	35729	6.47
	"Louisiana"	"22"	"2003"	"2003"	"Non-Hispanic Black"	"7"	352	26144	13.46
	"Louisiana"	"22"	"2004"	"2004"	"Non-Hispanic White"	"6"	273	35198	7.76
	"Louisiana"	"22"	"2004"	"2004"	"Non-Hispanic Black"	"7"	380	26626	14.27
	"Louisiana"	"22"	"2005"	"2005"	"Non-Hispanic White"	"6"	238	33656	7.07
	"Louisiana"	"22"	"2005"	"2005"	"Non-Hispanic Black"	"7"	338	23964	14.10
	"Louisiana"	"22"	"2006"	"2006"	"Non-Hispanic White"	"6"	219	35223	6.22
	"Louisiana"	"22"	"2006"	"2006"	"Non-Hispanic Black"	"7"	382	24271	15.74
	"Maine"	"23"	"2003"	"2003"	"Non-Hispanic White"	"6"	67	13153	5.09
	"Maine"	"23"	"2004"	"2004"	"Non-Hispanic White"	"6"	70	13143	5.33
	"Maine"	"23"	"2005"	"2005"	"Non-Hispanic White"	"6"	91	13315	6.83
	"Maine"	"23"	"2006"	"2006"	"Non-Hispanic White"	"6"	84	13298	6.32
	"Maryland"	"24"	"2003"	"2003"	"Non-Hispanic White"	"6"	200	39234	5.10
	"Maryland"	"24"	"2003"	"2003"	"Non-Hispanic Black"	"7"	352	24125	14.59
	"Maryland"	"24"	"2004"	"2004"	"Non-Hispanic White"	"6"	214	38069	5.62
	"Maryland"	"24"	"2004"	"2004"	"Non-Hispanic Black"	"7"	346	24152	14.33
	"Maryland"	"24"	"2005"	"2005"	"Non-Hispanic White"	"6"	182	37072	4.91
	"Maryland"	"24"	"2005"	"2005"	"Non-Hispanic Black"	"7"	293	24321	12.05
	"Maryland"	"24"	"2006"	"2006"	"Non-Hispanic White"	"6"	226	37016	6.11
	"Maryland"	"24"	"2006"	"2006"	"Non-Hispanic Black"	"7"	317	25397	12.48
	"Massachusetts"	"25"	"2003"	"2003"	"Non-Hispanic White"	"6"	229	57884	3.96
	"Massachusetts"	"25"	"2003"	"2003"	"Non-Hispanic Black"	"7"	69	6579	10.49
	"Massachusetts"	"25"	"2004"	"2004"	"Non-Hispanic White"	"6"	206	55662	3.70
	"Massachusetts"	"25"	"2004"	"2004"	"Non-Hispanic Black"	"7"	70	6713	10.43
	"Massachusetts"	"25"	"2005"	"2005"	"Non-Hispanic White"	"6"	231	53923	4.28
	"Massachusetts"	"25"	"2005"	"2005"	"Non-Hispanic Black"	"7"	62	6754	9.18
	"Massachusetts"	"25"	"2006"	"2006"	"Non-Hispanic White"	"6"	216	53645	4.03
	"Massachusetts"	"25"	"2006"	"2006"	"Non-Hispanic Black"	"7"	80	7104	11.26
	"Michigan"	"26"	"2003"	"2003"	"Non-Hispanic White"	"6"	645	93636	6.89
	"Michigan"	"26"	"2003"	"2003"	"Non-Hispanic Black"	"7"	367	22312	16.45
	"Michigan"	"26"	"2004"	"2004"	"Non-Hispanic White"	"6"	523	91117	5.74
	"Michigan"	"26"	"2004"	"2004"	"Non-Hispanic Black"	"7"	362	22240	16.28
	"Michigan"	"26"	"2005"	"2005"	"Non-Hispanic White"	"6"	512	88214	5.80
	"Michigan"	"26"	"2005"	"2005"	"Non-Hispanic Black"	"7"	363	22133	16.40
	"Michigan"	"26"	"2006"	"2006"	"Non-Hispanic White"	"6"	494	87157	5.67
	"Michigan"	"26"	"2006"	"2006"	"Non-Hispanic Black"	"7"	325	22680	14.33
	"Minnesota"	"27"	"2003"	"2003"	"Non-Hispanic White"	"6"	231	54074	4.27
	"Minnesota"	"27"	"2003"	"2003"	"Non-Hispanic Black"	"7"	36	5251	6.86
	"Minnesota"	"27"	"2004"	"2004"	"Non-Hispanic White"	"6"	221	53344	4.14
	"Minnesota"	"27"	"2004"	"2004"	"Non-Hispanic Black"	"7"	50	5569	8.98
	"Minnesota"	"27"	"2005"	"2005"	"Non-Hispanic White"	"6"	234	52967	4.42
	"Minnesota"	"27"	"2005"	"2005"	"Non-Hispanic Black"	"7"	61	5795	10.53
	"Minnesota"	"27"	"2006"	"2006"	"Non-Hispanic White"	"6"	245	54061	4.53
	"Minnesota"	"27"	"2006"	"2006"	"Non-Hispanic Black"	"7"	59	6306	9.36
	"Mississippi"	"28"	"2003"	"2003"	"Non-Hispanic White"	"6"	168	22664	7.41
	"Mississippi"	"28"	"2003"	"2003"	"Non-Hispanic Black"	"7"	279	18542	15.05
	"Mississippi"	"28"	"2004"	"2004"	"Non-Hispanic White"	"6"	146	22419	6.51
	"Mississippi"	"28"	"2004"	"2004"	"Non-Hispanic Black"	"7"	268	18491	14.49
	"Mississippi"	"28"	"2005"	"2005"	"Non-Hispanic White"	"6"	155	21859	7.09
	"Mississippi"	"28"	"2005"	"2005"	"Non-Hispanic Black"	"7"	318	18633	17.07
	"Mississippi"	"28"	"2006"	"2006"	"Non-Hispanic White"	"6"	154	22650	6.80
	"Mississippi"	"28"	"2006"	"2006"	"Non-Hispanic Black"	"7"	309	21075	14.66
	"Missouri"	"29"	"2003"	"2003"	"Non-Hispanic White"	"6"	409	60488	6.76
	"Missouri"	"29"	"2003"	"2003"	"Non-Hispanic Black"	"7"	157	11012	14.26
	"Missouri"	"29"	"2004"	"2004"	"Non-Hispanic White"	"6"	385	60455	6.37
	"Missouri"	"29"	"2004"	"2004"	"Non-Hispanic Black"	"7"	152	11278	13.48
	"Missouri"	"29"	"2005"	"2005"	"Non-Hispanic White"	"6"	404	60650	6.66
	"Missouri"	"29"	"2005"	"2005"	"Non-Hispanic Black"	"7"	158	11479	13.76
	"Missouri"	"29"	"2006"	"2006"	"Non-Hispanic White"	"6"	393	62116	6.33
	"Missouri"	"29"	"2006"	"2006"	"Non-Hispanic Black"	"7"	174	12335	14.11
	"Montana"	"30"	"2003"	"2003"	"Non-Hispanic White"	"6"	62	9299	6.67
	"Montana"	"30"	"2004"	"2004"	"Non-Hispanic White"	"6"	34	9303	3.65
	"Montana"	"30"	"2005"	"2005"	"Non-Hispanic White"	"6"	62	9281	6.68
	"Montana"	"30"	"2006"	"2006"	"Non-Hispanic White"	"6"	47	9822	4.79
	"Nebraska"	"31"	"2003"	"2003"	"Non-Hispanic White"	"6"	92	19404	4.74
	"Nebraska"	"31"	"2003"	"2003"	"Non-Hispanic Black"	"7"	22	1444	15.24
	"Nebraska"	"31"	"2004"	"2004"	"Non-Hispanic White"	"6"	115	19657	5.85
	"Nebraska"	"31"	"2004"	"2004"	"Non-Hispanic Black"	"7"	21	1536	13.67
	"Nebraska"	"31"	"2005"	"2005"	"Non-Hispanic White"	"6"	95	19751	4.81
	"Nebraska"	"31"	"2005"	"2005"	"Non-Hispanic Black"	"7"	20	1523	13.13
	"Nebraska"	"31"	"2006"	"2006"	"Non-Hispanic White"	"6"	102	19976	5.11
	"Nebraska"	"31"	"2006"	"2006"	"Non-Hispanic Black"	"7"	17	1715	9.91 (Unreliable)
	"Nevada"	"32"	"2003"	"2003"	"Non-Hispanic White"	"6"	91	15612	5.83
	"Nevada"	"32"	"2003"	"2003"	"Non-Hispanic Black"	"7"	27	2752	9.81
	"Nevada"	"32"	"2004"	"2004"	"Non-Hispanic White"	"6"	91	15994	5.69
	"Nevada"	"32"	"2004"	"2004"	"Non-Hispanic Black"	"7"	40	2807	14.25
	"Nevada"	"32"	"2005"	"2005"	"Non-Hispanic White"	"6"	88	16506	5.33
	"Nevada"	"32"	"2005"	"2005"	"Non-Hispanic Black"	"7"	38	2998	12.68
	"Nevada"	"32"	"2006"	"2006"	"Non-Hispanic White"	"6"	93	16828	5.53
	"Nevada"	"32"	"2006"	"2006"	"Non-Hispanic Black"	"7"	54	3334	16.20
	"New Hampshire"	"33"	"2003"	"2003"	"Non-Hispanic White"	"6"	52	12590	4.13
	"New Hampshire"	"33"	"2004"	"2004"	"Non-Hispanic White"	"6"	67	12881	5.20
	"New Hampshire"	"33"	"2005"	"2005"	"Non-Hispanic White"	"6"	66	12912	5.11
	"New Hampshire"	"33"	"2006"	"2006"	"Non-Hispanic White"	"6"	73	12833	5.69
	"New Jersey"	"34"	"2003"	"2003"	"Non-Hispanic White"	"6"	238	61912	3.84
	"New Jersey"	"34"	"2003"	"2003"	"Non-Hispanic Black"	"7"	216	17601	12.27
	"New Jersey"	"34"	"2004"	"2004"	"Non-Hispanic White"	"6"	235	59953	3.92
	"New Jersey"	"34"	"2004"	"2004"	"Non-Hispanic Black"	"7"	193	16936	11.40
	"New Jersey"	"34"	"2005"	"2005"	"Non-Hispanic White"	"6"	193	58014	3.33
	"New Jersey"	"34"	"2005"	"2005"	"Non-Hispanic Black"	"7"	200	16731	11.95
	"New Jersey"	"34"	"2006"	"2006"	"Non-Hispanic White"	"6"	216	56974	3.79
	"New Jersey"	"34"	"2006"	"2006"	"Non-Hispanic Black"	"7"	208	17459	11.91
	"New Mexico"	"35"	"2003"	"2003"	"Non-Hispanic White"	"6"	55	8606	6.39
	"New Mexico"	"35"	"2004"	"2004"	"Non-Hispanic White"	"6"	69	8856	7.79
	"New Mexico"	"35"	"2005"	"2005"	"Non-Hispanic White"	"6"	54	8480	6.37
	"New Mexico"	"35"	"2006"	"2006"	"Non-Hispanic White"	"6"	52	8590	6.05
	"New York"	"36"	"2003"	"2003"	"Non-Hispanic White"	"6"	584	132088	4.42
	"New York"	"36"	"2003"	"2003"	"Non-Hispanic Black"	"7"	534	43796	12.19
	"New York"	"36"	"2004"	"2004"	"Non-Hispanic White"	"6"	627	128426	4.88
	"New York"	"36"	"2004"	"2004"	"Non-Hispanic Black"	"7"	509	42437	11.99
	"New York"	"36"	"2005"	"2005"	"Non-Hispanic White"	"6"	581	125171	4.64
	"New York"	"36"	"2005"	"2005"	"Non-Hispanic Black"	"7"	465	41901	11.10
	"New York"	"36"	"2006"	"2006"	"Non-Hispanic White"	"6"	539	125404	4.30
	"New York"	"36"	"2006"	"2006"	"Non-Hispanic Black"	"7"	479	42453	11.28
	"North Carolina"	"37"	"2003"	"2003"	"Non-Hispanic White"	"6"	416	70473	5.90
	"North Carolina"	"37"	"2003"	"2003"	"Non-Hispanic Black"	"7"	407	26983	15.08
	"North Carolina"	"37"	"2004"	"2004"	"Non-Hispanic White"	"6"	442	70256	6.29
	"North Carolina"	"37"	"2004"	"2004"	"Non-Hispanic Black"	"7"	441	27430	16.08
	"North Carolina"	"37"	"2005"	"2005"	"Non-Hispanic White"	"6"	477	70288	6.79
	"North Carolina"	"37"	"2005"	"2005"	"Non-Hispanic Black"	"7"	454	28195	16.10
	"North Carolina"	"37"	"2006"	"2006"	"Non-Hispanic White"	"6"	431	71382	6.04
	"North Carolina"	"37"	"2006"	"2006"	"Non-Hispanic Black"	"7"	440	29712	14.81
	"North Dakota"	"38"	"2003"	"2003"	"Non-Hispanic White"	"6"	46	6571	7.00
	"North Dakota"	"38"	"2004"	"2004"	"Non-Hispanic White"	"6"	36	6633	5.43
	"North Dakota"	"38"	"2005"	"2005"	"Non-Hispanic White"	"6"	37	6731	5.50
	"North Dakota"	"38"	"2006"	"2006"	"Non-Hispanic White"	"6"	37	7109	5.20
	"Ohio"	"39"	"2003"	"2003"	"Non-Hispanic White"	"6"	759	118309	6.42
	"Ohio"	"39"	"2003"	"2003"	"Non-Hispanic Black"	"7"	328	22333	14.69
	"Ohio"	"39"	"2004"	"2004"	"Non-Hispanic White"	"6"	712	116344	6.12
	"Ohio"	"39"	"2004"	"2004"	"Non-Hispanic Black"	"7"	353	22572	15.64
	"Ohio"	"39"	"2005"	"2005"	"Non-Hispanic White"	"6"	773	114997	6.72
	"Ohio"	"39"	"2005"	"2005"	"Non-Hispanic Black"	"7"	368	22566	16.31
	"Ohio"	"39"	"2006"	"2006"	"Non-Hispanic White"	"6"	721	115915	6.22
	"Ohio"	"39"	"2006"	"2006"	"Non-Hispanic Black"	"7"	376	23786	15.81
	"Oklahoma"	"40"	"2003"	"2003"	"Non-Hispanic White"	"6"	254	34349	7.39
	"Oklahoma"	"40"	"2003"	"2003"	"Non-Hispanic Black"	"7"	57	4557	12.51
	"Oklahoma"	"40"	"2004"	"2004"	"Non-Hispanic White"	"6"	253	34201	7.40
	"Oklahoma"	"40"	"2004"	"2004"	"Non-Hispanic Black"	"7"	64	4628	13.83
	"Oklahoma"	"40"	"2005"	"2005"	"Non-Hispanic White"	"6"	266	33955	7.83
	"Oklahoma"	"40"	"2005"	"2005"	"Non-Hispanic Black"	"7"	59	4718	12.51
	"Oklahoma"	"40"	"2006"	"2006"	"Non-Hispanic White"	"6"	272	34915	7.79
	"Oklahoma"	"40"	"2006"	"2006"	"Non-Hispanic Black"	"7"	62	4888	12.68
	"Oregon"	"41"	"2003"	"2003"	"Non-Hispanic White"	"6"	176	33074	5.32
	"Oregon"	"41"	"2004"	"2004"	"Non-Hispanic White"	"6"	176	32449	5.42
	"Oregon"	"41"	"2004"	"2004"	"Non-Hispanic Black"	"7"	10	1024	9.77 (Unreliable)
	"Oregon"	"41"	"2005"	"2005"	"Non-Hispanic White"	"6"	187	32349	5.78
	"Oregon"	"41"	"2006"	"2006"	"Non-Hispanic White"	"6"	184	33857	5.43
	"Oregon"	"41"	"2006"	"2006"	"Non-Hispanic Black"	"7"	11	1096	10.04 (Unreliable)
	"Pennsylvania"	"42"	"2003"	"2003"	"Non-Hispanic White"	"6"	636	109259	5.82
	"Pennsylvania"	"42"	"2003"	"2003"	"Non-Hispanic Black"	"7"	268	18975	14.12
	"Pennsylvania"	"42"	"2004"	"2004"	"Non-Hispanic White"	"6"	626	106894	5.86
	"Pennsylvania"	"42"	"2004"	"2004"	"Non-Hispanic Black"	"7"	250	19225	13.00
	"Pennsylvania"	"42"	"2005"	"2005"	"Non-Hispanic White"	"6"	602	106486	5.65
	"Pennsylvania"	"42"	"2005"	"2005"	"Non-Hispanic Black"	"7"	268	19819	13.52
	"Pennsylvania"	"42"	"2006"	"2006"	"Non-Hispanic White"	"6"	646	107602	6.00
	"Pennsylvania"	"42"	"2006"	"2006"	"Non-Hispanic Black"	"7"	310	20873	14.85
	"Rhode Island"	"44"	"2003"	"2003"	"Non-Hispanic White"	"6"	38	7251	5.24
	"Rhode Island"	"44"	"2003"	"2003"	"Non-Hispanic Black"	"7"	11	1117	9.85 (Unreliable)
	"Rhode Island"	"44"	"2004"	"2004"	"Non-Hispanic White"	"6"	34	6933	4.90
	"Rhode Island"	"44"	"2004"	"2004"	"Non-Hispanic Black"	"7"	11	1010	10.89 (Unreliable)
	"Rhode Island"	"44"	"2005"	"2005"	"Non-Hispanic White"	"6"	21	6616	3.17
	"Rhode Island"	"44"	"2005"	"2005"	"Non-Hispanic Black"	"7"	13	1149	11.31 (Unreliable)
	"Rhode Island"	"44"	"2006"	"2006"	"Non-Hispanic White"	"6"	22	6117	3.60
	"Rhode Island"	"44"	"2006"	"2006"	"Non-Hispanic Black"	"7"	12	992	12.10 (Unreliable)
	"South Carolina"	"45"	"2003"	"2003"	"Non-Hispanic White"	"6"	194	32677	5.94
	"South Carolina"	"45"	"2003"	"2003"	"Non-Hispanic Black"	"7"	241	18250	13.21
	"South Carolina"	"45"	"2004"	"2004"	"Non-Hispanic White"	"6"	219	32811	6.67
	"South Carolina"	"45"	"2004"	"2004"	"Non-Hispanic Black"	"7"	264	18311	14.42
