"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Births	Death Rate
	"Rhode Island"	"44"	"2000"	"2000"	"Non-Hispanic Black"	"7"	12	1005	11.94 (Unreliable)
	"Rhode Island"	"44"	"2001"	"2001"	"Non-Hispanic White"	"6"	36	7676	4.69
	"Rhode Island"	"44"	"2001"	"2001"	"Non-Hispanic Black"	"7"	12	994	12.07 (Unreliable)
	"Rhode Island"	"44"	"2002"	"2002"	"Non-Hispanic White"	"6"	44	7356	5.98
	"Rhode Island"	"44"	"2002"	"2002"	"Non-Hispanic Black"	"7"	14	1027	13.63 (Unreliable)
	"South Carolina"	"45"	"1999"	"1999"	"Non-Hispanic White"	"6"	234	33315	7.02
	"South Carolina"	"45"	"1999"	"1999"	"Non-Hispanic Black"	"7"	311	19030	16.34
	"South Carolina"	"45"	"2000"	"2000"	"Non-Hispanic White"	"6"	191	33175	5.76
	"South Carolina"	"45"	"2000"	"2000"	"Non-Hispanic Black"	"7"	287	19709	14.56
	"South Carolina"	"45"	"2001"	"2001"	"Non-Hispanic White"	"6"	204	32932	6.19
	"South Carolina"	"45"	"2001"	"2001"	"Non-Hispanic Black"	"7"	279	18878	14.78
	"South Carolina"	"45"	"2002"	"2002"	"Non-Hispanic White"	"6"	197	32203	6.12
	"South Carolina"	"45"	"2002"	"2002"	"Non-Hispanic Black"	"7"	282	18143	15.54
	"South Dakota"	"46"	"1999"	"1999"	"Non-Hispanic White"	"6"	65	8505	7.64
	"South Dakota"	"46"	"2000"	"2000"	"Non-Hispanic White"	"6"	36	8224	4.38
	"South Dakota"	"46"	"2001"	"2001"	"Non-Hispanic White"	"6"	53	8254	6.42
	"South Dakota"	"46"	"2002"	"2002"	"Non-Hispanic White"	"6"	45	8376	5.37
	"Tennessee"	"47"	"1999"	"1999"	"Non-Hispanic White"	"6"	338	57589	5.87
	"Tennessee"	"47"	"1999"	"1999"	"Non-Hispanic Black"	"7"	240	16471	14.57
	"Tennessee"	"47"	"2000"	"2000"	"Non-Hispanic White"	"6"	405	58028	6.98
	"Tennessee"	"47"	"2000"	"2000"	"Non-Hispanic Black"	"7"	299	16876	17.72
	"Tennessee"	"47"	"2001"	"2001"	"Non-Hispanic White"	"6"	381	56363	6.76
	"Tennessee"	"47"	"2001"	"2001"	"Non-Hispanic Black"	"7"	260	16568	15.69
	"Tennessee"	"47"	"2002"	"2002"	"Non-Hispanic White"	"6"	404	55316	7.30
	"Tennessee"	"47"	"2002"	"2002"	"Non-Hispanic Black"	"7"	285	16267	17.52
	"Texas"	"48"	"1999"	"1999"	"Non-Hispanic White"	"6"	762	139861	5.45
	"Texas"	"48"	"1999"	"1999"	"Non-Hispanic Black"	"7"	473	39515	11.97
	"Texas"	"48"	"2000"	"2000"	"Non-Hispanic White"	"6"	742	142143	5.22
	"Texas"	"48"	"2000"	"2000"	"Non-Hispanic Black"	"7"	408	40657	10.04
	"Texas"	"48"	"2001"	"2001"	"Non-Hispanic White"	"6"	758	139104	5.45
	"Texas"	"48"	"2001"	"2001"	"Non-Hispanic Black"	"7"	435	40224	10.81
	"Texas"	"48"	"2002"	"2002"	"Non-Hispanic White"	"6"	797	137618	5.79
	"Texas"	"48"	"2002"	"2002"	"Non-Hispanic Black"	"7"	509	41008	12.41
	"Utah"	"49"	"1999"	"1999"	"Non-Hispanic White"	"6"	187	38551	4.85
	"Utah"	"49"	"2000"	"2000"	"Non-Hispanic White"	"6"	198	38809	5.10
	"Utah"	"49"	"2001"	"2001"	"Non-Hispanic White"	"6"	176	38683	4.55
	"Utah"	"49"	"2002"	"2002"	"Non-Hispanic White"	"6"	206	39533	5.21
	"Vermont"	"50"	"1999"	"1999"	"Non-Hispanic White"	"6"	33	6297	5.24
	"Vermont"	"50"	"2000"	"2000"	"Non-Hispanic White"	"6"	39	6173	6.32
	"Vermont"	"50"	"2001"	"2001"	"Non-Hispanic White"	"6"	34	6014	5.65
	"Vermont"	"50"	"2002"	"2002"	"Non-Hispanic White"	"6"	28	6131	4.57
	"Virginia"	"51"	"1999"	"1999"	"Non-Hispanic White"	"6"	348	62054	5.61
	"Virginia"	"51"	"1999"	"1999"	"Non-Hispanic Black"	"7"	273	22034	12.39
	"Virginia"	"51"	"2000"	"2000"	"Non-Hispanic White"	"6"	350	63528	5.51
	"Virginia"	"51"	"2000"	"2000"	"Non-Hispanic Black"	"7"	262	22369	11.71
	"Virginia"	"51"	"2001"	"2001"	"Non-Hispanic White"	"6"	337	61871	5.45
	"Virginia"	"51"	"2001"	"2001"	"Non-Hispanic Black"	"7"	329	22082	14.90
	"Virginia"	"51"	"2002"	"2002"	"Non-Hispanic White"	"6"	342	61694	5.54
	"Virginia"	"51"	"2002"	"2002"	"Non-Hispanic Black"	"7"	315	21920	14.37
	"Washington"	"53"	"1999"	"1999"	"Non-Hispanic White"	"6"	238	55433	4.29
	"Washington"	"53"	"1999"	"1999"	"Non-Hispanic Black"	"7"	38	3043	12.49
	"Washington"	"53"	"2000"	"2000"	"Non-Hispanic White"	"6"	269	55774	4.82
	"Washington"	"53"	"2000"	"2000"	"Non-Hispanic Black"	"7"	25	3307	7.56
	"Washington"	"53"	"2001"	"2001"	"Non-Hispanic White"	"6"	308	54469	5.65
	"Washington"	"53"	"2001"	"2001"	"Non-Hispanic Black"	"7"	35	3220	10.87
	"Washington"	"53"	"2002"	"2002"	"Non-Hispanic White"	"6"	273	53388	5.11
	"Washington"	"53"	"2002"	"2002"	"Non-Hispanic Black"	"7"	33	3263	10.11
	"West Virginia"	"54"	"1999"	"1999"	"Non-Hispanic White"	"6"	145	19679	7.37
	"West Virginia"	"54"	"2000"	"2000"	"Non-Hispanic White"	"6"	145	19867	7.30
	"West Virginia"	"54"	"2001"	"2001"	"Non-Hispanic White"	"6"	142	19446	7.30
	"West Virginia"	"54"	"2002"	"2002"	"Non-Hispanic White"	"6"	169	19749	8.56
	"West Virginia"	"54"	"2002"	"2002"	"Non-Hispanic Black"	"7"	11	677	16.25 (Unreliable)
	"Wisconsin"	"55"	"1999"	"1999"	"Non-Hispanic White"	"6"	312	54828	5.69
	"Wisconsin"	"55"	"1999"	"1999"	"Non-Hispanic Black"	"7"	97	6446	15.05
	"Wisconsin"	"55"	"2000"	"2000"	"Non-Hispanic White"	"6"	317	55418	5.72
	"Wisconsin"	"55"	"2000"	"2000"	"Non-Hispanic Black"	"7"	107	6442	16.61
	"Wisconsin"	"55"	"2001"	"2001"	"Non-Hispanic White"	"6"	307	54346	5.65
	"Wisconsin"	"55"	"2001"	"2001"	"Non-Hispanic Black"	"7"	122	6515	18.73
	"Wisconsin"	"55"	"2002"	"2002"	"Non-Hispanic White"	"6"	294	53820	5.46
	"Wisconsin"	"55"	"2002"	"2002"	"Non-Hispanic Black"	"7"	116	6349	18.27
	"Wyoming"	"56"	"1999"	"1999"	"Non-Hispanic White"	"6"	36	5225	6.89
	"Wyoming"	"56"	"2000"	"2000"	"Non-Hispanic White"	"6"	36	5309	6.78
	"Wyoming"	"56"	"2001"	"2001"	"Non-Hispanic White"	"6"	28	5161	5.43
	"Wyoming"	"56"	"2002"	"2002"	"Non-Hispanic White"	"6"	37	5540	6.68
"---"
"Dataset: Linked Birth / Infant Death Records, 1999-2002"
"Query Parameters:"
"Hispanic Origin: Non-Hispanic White; Non-Hispanic Black"
"Group By: State; Year of Death; Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/lbd.html for more information."
"---"
"Query Date: May 15, 2024 7:45:59 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Linked Birth / Infant Deaths on CDC WONDER Online Database. Data are from the Linked Birth / Infant Deaths Records"
"1999-2002, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/lbd-v2002.html on May 15, 2024 7:45:59 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Infant deaths are weighted so numbers may not exactly add to totals due to rounding. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#WeightFactors-Totals."
"2. 'Suppressed' appears instead of death, birth, and rate values when the death value represents 0-9 sub-national events. This"
"is because the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/lbd.html#Assurance of Confidentiality."
"3. 'Unreliable' appears for rates when there are fewer than 20 deaths in the numerator. This is because the figure does not meet"
"the NCHS standard of reliability or precision. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Unreliable."
"4. Note that there may be slight differences in the number of infant deaths when comparing the Linked Birth / Death Records to"
"the other vital statistics. More information: http://wonder.cdc.gov/wonder/help/lbd.html#Weight Factors."
